Mixture	B cells	Monocytes	T cells CD4	T cells CD8	NK cells	Dendritic cells	NK T cells	Megakaryocytes	P-value	Correlation	RMSE	Absolute score (sig.score)
CPT0086950003	0	0.584118264959351	3.11857238855607	0	0.115317934323422	0.976377852666973	0	0.250771228791541	0	0.527377860383789	0.850312778595112	5.04515766929735
CPT0006950001	0.216186102685604	0	2.54477075468563	0.020962300922501	0.0445266385671358	0.0705587539503352	0.00696847852280695	0.275151015846718	0	0.2264963187908	0.976393623097785	3.17912404518073
CPT0000780007	0	0.0765471957208279	2.46793302676962	0	0.151726122532621	0.80829739495066	0	0.306578106678184	0	0.687169449127862	0.751330634137502	3.81108184665191
CPT0088480003	0	0.156856079439192	2.2259145204368	0.401804539812023	0.15060373695063	1.10720821171352	0	0.269817659959226	0	0.587774371538324	0.80952002334397	4.3122047483114
CPT0006440003	0.250670933419132	0.0943192224094922	2.49677203133635	0	0.228446315799693	1.08154700391305	0	0.26214560601138	0	0.728578724742451	0.699286022222917	4.4139011128891
CPT0023710001	0.268290938756741	0	2.26434220760302	0.135449209576037	0.0502728657397699	0.132031983225413	0	0.28013674850324	0	0.281895433880081	0.961325436534576	3.13052395340422
CPT0019160001	0.115375015784684	0	2.20489532042701	0.120949249241967	0.0390922222731718	0.157339554237646	0	0.287482355399383	0	0.384708399538078	0.931375264897955	2.92513371736386
CPT0088780001	0.346616054568594	0	2.18642719888205	0.214933676020618	0.0578070717849012	0.141165286591117	0	0.217456998867789	0	0.247738062290346	0.972115156666981	3.16440628671507
CPT0092190003	0.423337427448343	0.0479861753523063	1.6731118988589	0.44333645887803	0.132471996309323	0.411356742778004	0	0.244356541473167	0	0.57765601394637	0.829204545465578	3.37595724109807
CPT0009060003	0.226972137986171	0.0396575109882755	1.23215222520579	0.68853651533771	0.264566625164679	1.09297030617664	0	0.160647537858934	0	0.671356011577838	0.741494174009452	3.70550285871821
CPT0078940001	0.157366528654976	0	2.19255233434514	0.133711557559168	0.044055537759248	0.127486681661981	0	0.256607112354203	0	0.318229627850084	0.951739027525045	2.91177975233471
CPT0077140001	0.185880236121756	0	2.2802903157901	0	0.0603428012462785	0.170891215757317	0.0563500658283446	0.295238108612981	0	0.32163620744517	0.948930546981336	3.04899274335677
CPT0023360001	0.255245140231684	0	2.33863921966466	0.153261102594478	0.0452587123129767	0.115044230547711	0	0.242135925187344	0	0.349301140872897	0.943424862474725	3.14958433053886
CPT0015910003	0.227285046668944	0.187246006209145	2.29654271111378	0.2064884506371	0.186626221988256	0.846906981793352	0	0.165741337976916	0	0.710429580660296	0.728036239052776	4.1168367563875
CPT0081990003	0	0.0169484561815607	2.49378989880808	0.225963017853237	0.19500108185987	0.991053646812019	0	0.239915433466735	0	0.658035394472157	0.766088161724721	4.1626715349815
CPT0000890001	0.169498267955671	0	2.23027501809254	0.118127989356384	0.0624405981460379	0.268869603802404	0	0.293400787407068	0	0.380515056693556	0.927740092698432	3.1426122647601
CPT0079300001	0.344117220958598	0	2.00797199109468	0.135754120113527	0.0546451537862249	0.125767146312427	0	0.270259169094479	0	0.350896854414116	0.938998335691843	2.93851480135993
CPT0014470001	0.179301086452763	0.027347768481359	2.27154602475029	0.135512818640386	0.0607055803288788	0.198970797626431	0.00224801836784576	0.232909346617734	0	0.39975870098053	0.925312836649802	3.10854144126569
CPT0078840001	0.287791435349513	0	2.33967155833627	0.0966949353198509	0.0550340280182612	0.154398458914371	0	0.218149220009014	0	0.313716260724576	0.95232129653977	3.15173963594728
CPT0065750003	0	0.0985816262277182	2.58489750630791	0	0.188764715415478	0.866486098657602	0	0.258377013506365	0	0.62171297812612	0.793072030407397	3.99710696011507
CPT0089040001	0.414056548522202	0	1.87702700431717	0.305200633408005	0.0769923668666694	0.205975096307654	0	0.29399812643137	0	0.450322542999559	0.899293312918277	3.17324977585307
CPT0064400001	0.18666990986314	0	2.36013275146227	0.0978013277978	0.0429113486348061	0.0961566763006407	0	0.302194336619266	0	0.31523232696461	0.952741219737835	3.08586635067792
CPT0075570001	0.542742143480759	0.0436470312346651	1.70367497372503	0.325036280562933	0.0512749318944946	0.146742276685316	0.130751134220936	0.269199689744216	0	0.474331986494255	0.88896527114921	3.21306846154835
CPT0017410003	0.831296562579305	0.332378439972435	1.5397237827702	0.274578669136	0.309055101838639	1.28585248129876	0.239960042159519	0.16678778176019	0	0.756312183207091	0.655077668933231	4.97963286151505
CPT0066480003	0	0.549545187756913	2.78205680275697	0.0119564547759324	0.231596987862583	0.874804715523271	0.107341829696009	0.214984720166919	0	0.594713843438509	0.810649728216708	4.7722866985386
CPT0078530001	0.391615393767699	0.0227092972421084	1.9254988215662	0.317450831301496	0.088700775149656	0.22393515479565	0	0.250754480336767	0	0.527019316928314	0.869926632271099	3.22066475415958
CPT0012370003	0	0.308238226785578	2.45700274625583	0	0.287750768501016	0.770111960553045	0	0.247481545293967	0	0.628370671785617	0.79138311655155	4.07058524738944
CPT0001230001	0.257078173737666	0	2.08088416388758	0.0749631336626293	0.0451968883891726	0.0963497839351008	0	0.269016934511986	0	0.34155286842033	0.943721877164296	2.82348907812414
CPT0081880003	0.958264558027062	1.26112582837417	1.21312241177644	0.0857335748282393	0.131689128707192	0.274804580846976	0.395813703265191	0.233075454268234	0	0.652879456548161	0.762498305434499	4.55362924009351
CPT0002350011	0.648674841430765	0.417790469010387	2.57146201879501	0	0.174857120489958	0.682600629977712	0.115963031074663	0.184125582257484	0	0.55383275668257	0.834711005548649	4.79547369303598
CPT0088640003	0.217637035227145	0	2.15642669495163	0.0929628297808649	0.0607282763088149	0.103032199041557	0	0.2762673875457	0	0.367122598716713	0.937128249783148	2.90705442285571
CPT0015730003	2.09809362597228	0	0.88979606883509	0.134313764375134	0.220483066051054	0.542956816294434	0.41958270986158	0.202867005776238	0	0.749753496688466	0.663300088088081	4.50809305716581
CPT0064370003	0.778067121459233	0.294233903116529	1.85258074820558	0.0868779839809203	0.206026344385851	1.30074772979878	0.230461377700306	0.143461056124945	0	0.760205138132182	0.650831585034115	4.89245626477215
CPT0065820001	0.178196165930906	0	2.26382667133438	0.140903823294844	0.0436649675302335	0.220250066229566	0.0134788523662588	0.23674469361092	0	0.440441837696471	0.911332900002359	3.0970652402971
CPT0025350003	0	0.109821499592189	2.14806937468565	0.322545658964606	0.293856080505355	0.852957784819761	0	0.283236315271536	0	0.70643424872672	0.738603296446636	4.0104867138391
CPT0015810003	0	0.1122798869629	2.58312774616329	0.306978559175633	0.168365757624768	1.13534977917942	0	0.233412468952801	0	0.633212319516315	0.778935468924218	4.53951419805882
CPT0000660001	0.0429352892985747	0	2.10550157473947	0.223937072083465	0.058736314504188	0.304041745610647	0	0.268594908952318	0	0.428635207419152	0.911445039647606	3.00374690518866
CPT0001260009	0.382745847304541	0.569463893612776	2.85517631469733	0.175119236354624	0.321865751621899	1.27442708317329	0.328149613961576	0.23543663992536	0	0.478310082472816	0.883080922016869	6.1423843806514
CPT0077490003	0	0.0142854091103651	2.5309231198496	0.200802926249499	0.140222728061712	0.715351368811173	0	0.268304397258002	0	0.655950661769174	0.787256822264588	3.86988994934035
CPT0086970003	0.0838832384708262	0.0935698018997235	2.40820690832198	0.114859833271945	0.0427114017825313	0.206444253884171	0	0.329660333019138	0	0.449465547171858	0.907929612831695	3.27933577065032
CPT0087040003	0.634737967531701	0.119106440674286	2.17001189479932	0.207501431025795	0.403492008776873	1.02473827920253	0.0951406031835925	0.232941074075111	0	0.657130327718792	0.757337082950284	4.88766969926921
CPT0078990003	1.18230304445922	0.26777936103934	0.852117248331574	1.54007141015198	0.426346787558541	1.26851005439967	0.14254860086827	0.121873189941494	0	0.662958179261745	0.749528259678897	5.80154969675009
CPT0065430003	0.700024762988355	0.270321781185126	2.05033778953164	0.00613190452393038	0.223747276328773	0.843286510826813	0.285952487431624	0.180503595461281	0	0.719497822220399	0.707816379821953	4.56030610827754
CPT0025050003	0.475458519693407	1.18796829609423	2.12592385120572	0.146209912246402	0.147515109885882	1.48397125237062	0.472101756116856	0.185132543697105	0	0.548298256393412	0.848618673620695	6.22428124131023
CPT0086820003	0	0	2.51324650986738	0	0.164142002490582	1.17461688746519	0.0359418772665475	0.212107173851302	0	0.726831031224773	0.698808828639937	4.10005445094101
CPT0025110003	0.0103388467401963	0.19783840048489	2.78240712132307	0	0.197458327365905	0.80892235041759	0	0.228291137637236	0	0.618617147305439	0.800503613621182	4.22525618396889
CPT0088900003	0	0	2.21195077429078	0.135940818266509	0.143746225633033	0.866441206987548	0	0.206655836873499	0	0.64730706070645	0.772327730306615	3.56473486205137
CPT0020120003	2.07256134613341	0.559480197943427	0.364051944915311	0.944806729914428	0.39874459808339	0.56111901200023	0.162069821174431	0.209732444878286	0	0.697457125258783	0.717488200920613	5.27256609504291
CPT0001220008	0	0.246773699145903	2.35588452018568	0.210691081142295	0.29444668383768	1.14121758870767	0	0.23257787534973	0	0.664444968425054	0.752521522227361	4.48159144836896
CPT0069000003	0.283506423361094	0	1.68434593242735	0.51324237753654	0.238139639468215	1.21505621592677	0	0.232060222017432	0	0.690340980042735	0.724244646497825	4.1663508107374
CPT0077320001	0.0538473739374729	0	2.12591720769332	0.306395443597479	0.121393095954173	0.557088464003557	0	0.163789234803926	0	0.616869100490625	0.816208993184491	3.32843081998993
CPT0014130001	0.416768756307646	0	2.20770959150909	0.159174857411714	0.0675204175283996	0.24502556376994	0	0.300689656808693	0	0.387884573624396	0.923653879420192	3.39688884333548
CPT0011240003	0	0.0821798549485119	2.34133354718308	0.164445620693738	0.18251870737824	0.806162446393829	0	0.233865728585277	0	0.651313418665635	0.776878083818923	3.81050590518268
CPT0000640003	0.00885685717325331	0.333577323254883	2.68151301467607	0	0.353427832832976	1.06934283792879	0	0.241476000799318	0	0.736733369869855	0.702802157256112	4.68819386666529
CPT0001340003	0	0.0819925909086393	2.63173341289809	0	0.121761763397163	1.26388619409414	0.133926329045317	0.151431419106796	0	0.623122651252056	0.782991391269036	4.38473170945015
CPT0078930003	0.348391043457155	0.209689319102959	1.59396909667992	0.432157931650142	0.319898678209171	0.820967718051594	0.348007743776841	0.265495151029669	0	0.521179454009215	0.853859924142483	4.33857668195745
CPT0088920001	0.248670752131354	0	2.12683888229284	0.100558799606193	0.0527713461410152	0.169814709825435	0	0.258644611317861	0	0.324527116378665	0.94788901040856	2.95729910131469
CPT0086870003	0.474241500247061	0	2.19383610657905	0.119281019366246	0.192172129582635	1.04690832099903	0	0.210558144168984	0	0.774931856548008	0.650376633708072	4.23699722094301
CPT0017450001	0.375947385398501	0	1.66448682361196	0.295617578987258	0.0733414587715019	0.218179211522158	0	0.263279861384187	0	0.525052594391101	0.866347791411383	2.89085231967557
CPT0001180009	0.185145038168768	0.30181338523815	2.70946465409235	0	0.157006105888827	1.10886420693821	0.0984653098786695	0.179538318917125	0	0.675450778590125	0.744895313848659	4.7402970191221
CPT0075720003	0	0.0952050764220784	2.05237319588951	0.252645482698655	0.166459502574981	0.904184781071578	0	0.208916674129722	0	0.691951930852053	0.736984367225237	3.67978471278653
CPT0025230003	0.186564534894289	0.0569525211089621	2.44531204516864	0.275432483018062	0.237703332925964	1.02539704206441	0	0.208840711110589	0	0.711062495700402	0.723673417538178	4.43620267029092
CPT0010110003	1.09927754017255	0.572069054468244	1.01912564937009	0.341551539066924	0.230715267952975	0.850429748642706	0.416184881750109	0.199663599564896	0	0.688616150783309	0.725317514778431	4.72901728098849
CPT0081600003	0.271292003854008	0.210891416746236	2.30375897664854	0	0.317684259285197	0.892107442831117	0	0.238320666384419	0	0.583196116486224	0.813324880958414	4.23405476574951
CPT0007860003	0	0.281894507292283	2.28732363457261	0.0371885148390072	0.333491253796012	1.49807096196176	0	0.271149532306614	0	0.728553968548423	0.6857748510006	4.70911840476829
CPT0086830003	0.156937158538963	0	2.24991754717	0.0589948257711773	0.0687187025314895	0.186576034961893	0	0.319482494158522	0	0.371472312062101	0.932708664887876	3.04062676313204
CPT0092790003	0	0.311218350327554	2.28422993706224	0.240768456146443	0.199753492747692	0.833628600268215	0	0.27448536936149	0	0.692557075305613	0.745554908223289	4.14408420591364
CPT0092310003	0.213870728694462	0	2.39193024518874	0	0.0483281192360516	0.194078958979774	0.0598123043835097	0.239163972798512	0	0.333944993298279	0.945665939768432	3.14718432928105
CPT0024680001	0.236811206214917	0.015815882037005	2.08728327772865	0.121908445720151	0.0735025503078113	0.205433860480645	0.0143183974864957	0.261876904303758	0	0.465479340858566	0.89909422609077	3.01695052427943
CPT0092160003	1.20150472821018	0.0429573691191317	1.25764362394999	0.72691439907095	0.437527923578121	1.20998509815464	0.210549818952175	0.127387402388655	0	0.711424780631926	0.703530118563289	5.21447036342385
CPT0088500001	0.121646369923192	0	2.11270271139678	0.146145538278164	0.0638472040893556	0.211776059458468	0	0.313701801104239	0	0.312953813564706	0.951078958619845	2.96981968425019
CPT0069190001	0.497507022388071	0	1.79439310180457	0.235686027801449	0.0880378538473828	0.139630538711424	0	0.257903720395299	0	0.55919356603494	0.855693171354625	3.0131582649482
CPT0089020003	0	0.214662359412873	2.09909516797463	0.397121207514764	0.223751092334856	1.05151370660212	0	0.203277107673771	0	0.621910815000216	0.785409079406687	4.18942064151301
CPT0082010001	0.194223357456149	0	2.05615892363789	0.129596746698943	0.0449613861556192	0.256106509234727	0	0.255783098083486	0	0.403894237146644	0.918990061416795	2.93683002126681
CPT0014370004	0.193124578468115	0	2.10941093880237	0.169062327254401	0.190265436445437	0.964204884905769	0	0.217493195420733	0	0.766360683108346	0.66947023121522	3.84356136129682
CPT0086360003	0.862617859903936	0.0869161766522211	1.17375275916906	0.782002186763575	0.261988014026767	0.93140807485243	0.244872247064498	0.162537233754761	0	0.666499759121856	0.746961436707077	4.50609455218725
CPT0066520001	0.404891847104426	0.136720751866418	1.97277609905672	0.174025731428012	0.0921663437148349	0.124211420116231	0	0.266445153024261	0	0.496026198056394	0.885590777332471	3.1712373463109
CPT0065930003	0	0.294592303025975	2.52921185929564	0.211254754521081	0.256751852580457	0.736916237339098	0	0.188242302797111	0	0.629483313011094	0.798406865994577	4.21696930955936
CPT0012180003	1.2096358526173	0.171398469667481	0.686603089891245	1.39991505922798	0.223119020798735	1.01104266096109	0.314820677832001	0.0886236336876849	0	0.529648958507818	0.860301763083296	5.10515846468352
CPT0026410003	0.26075585297841	0.0931934734687414	1.89578528758898	0.617150436257659	0.268916776002249	1.1335020885292	0	0.227193723905514	0	0.714425369741409	0.709976433593195	4.49649763873075
CPT0001190001	0.236996014386618	0	2.19341813438797	0.0444563761695596	0.060919945527226	0.378071745212296	0	0.274185440395574	0	0.525588782129928	0.862625692858842	3.18804765607924
CPT0078830003	0	0.0988362073573531	2.65446733995201	0	0.176952394604629	0.987352582622603	0.230447128569694	0.292239663474268	0	0.610991679000162	0.798664039102731	4.44029531658056
CPT0086890003	0.317841606887821	0	2.26402729761116	0.0221912745661197	0.0594413366780324	0.0911083252922989	0	0.267334929775204	0	0.298032997115692	0.956699162385732	3.02194477081063
CPT0025920001	0.162211705286783	0	2.23864082156373	0.118305241086322	0.0381720472042366	0.061061763674003	0	0.268706458767125	0	0.338499880673688	0.948670079064662	2.8870980375822
CPT0079270003	0.0153734694391248	0.0496848885952207	2.76598258756784	0	0.151925452793851	1.11745168193089	0.095838866529586	0.278242315151012	0	0.616052350517604	0.790969536928112	4.47449926200753
