Mixture	B cells	Monocytes	T cells CD4	T cells CD8	NK cells	Dendritic cells	NK T cells	Megakaryocytes	P-value	Correlation	RMSE	Absolute score (sig.score)
CPT0023350003	0.231907770835251	0.551913933477917	1.9031120703985	0.434572644315787	0.257896686384092	1.47369871321928	0	0.290394883687367	0	0.748575289430637	0.664545413498823	5.1434967023182
CPT0079480003	0.086093697535046	0.0723226597322554	2.65079647497	0.116920367193913	0.193071785417644	0.956900945317526	0	0.271606426977289	0	0.661816081327036	0.764512507623692	4.34771235714367
CPT0001350001	0.508072304714631	0	2.16893061180248	0.185247190983761	0.0634573700240732	0.0392793995241956	0	0.242968259921331	0	0.385075683832178	0.930093919924521	3.20795513697047
CPT0077110003	0	0.338815069607309	2.22734827276021	0	0.127838259163799	0.680699027388883	0.0956525413954328	0.311719680805079	0	0.606057299209219	0.804349141472216	3.78207285112072
CPT0085670003	0	0	2.54741488546375	0.0541860937801996	0.201225529161144	1.11607732887531	0	0.284658326467085	0	0.678439277282592	0.742985497836702	4.20356216374749
CPT0020020001	0.23544214407968	0	2.26535047901712	0.200517331729325	0.065916442943754	0.150347771350357	0	0.302204813859599	0	0.299015246202574	0.956116028901722	3.21977898297984
CPT0025170003	0	0	2.32739762646456	0.148836010257697	0.189831023452139	0.722661543691361	0	0.233729089725997	0	0.660773796172681	0.778849253988726	3.62245529359175
CPT0092740003	0.172875208282958	0	2.68914408503279	0	0.0309382730342697	0.143963864737647	0.0479705334451607	0.232710979121398	0	0.263454972201403	0.967346647971417	3.31760294365422
CPT0025060001	0.373906504895752	0	2.27291427130697	0.0557369944471785	0.0752231840835975	0.200764875931917	0	0.294571524883356	0	0.390629031789385	0.92377002577268	3.27311735554877
CPT0088570001	0.277906331562913	0.0324648026561202	1.88425154653819	0.399808840170414	0.0607103142892983	0.20743275794892	0	0.172196202498363	0	0.475278711688399	0.897307829304804	3.03477079566422
CPT0065870003	0	0.134310232737019	2.57550751641556	0	0.289274110715182	1.02605288871126	0.0557948187580379	0.235106175031184	0	0.622384016477425	0.787852100151222	4.31604574236825
CPT0079430001	0.566915140206014	0	2.0491111033993	0.0788184264466276	0.0843455927235503	0.210867768203171	0	0.306210401371813	0	0.433492653023022	0.903362681529882	3.29626843235048
CPT0063330001	0.329578632389052	0	2.09401657756856	0.0968138240695494	0.0564230131561772	0.152596828433748	0.0112582072407237	0.347670420427595	0	0.361418808612374	0.934215556507607	3.08835750328541
CPT0079380003	1.11989524038829	0.433408638225784	0.450782855801328	1.33683989998079	0.346424104501996	0.996623707757409	0.473619758598523	0.113194871676207	0	0.645451016836027	0.764501527374988	5.27078907693033
CPT0069160003	0	0.43025756733066	3.33241704196794	0	0.305133310666122	0.744873977142267	0.0553300752403942	0.32857582901319	0	0.560269438039521	0.841726987532316	5.19658780136057
CPT0088710001	0.256894570497934	0	2.13368420532478	0.149188077988587	0.0716958110090021	0.217557121289405	0	0.236851864147015	0	0.395422914995371	0.923740804543483	3.06587165025672
CPT0084560003	0	0.481592494689266	2.15126024047888	0.323743658676756	0.21671891704628	0.962022802838238	0	0.185417159408012	0	0.710898885086008	0.720311647051799	4.32075527313743
CPT0092730003	0.2312748185866	0.707818662459378	2.13879777794148	0.301752594263603	0.373365433086299	0.960530340632553	0	0.204819865431005	0	0.620268419257532	0.786454194886658	4.91835949240092
CPT0087050003	0.265094084442278	0	2.50654197616834	0.0299943463720348	0.0602620516723974	0.128772167046878	0.0296284447138864	0.236782422855304	0	0.288650142641293	0.960104360426354	3.25707549327112
CPT0065690003	0.183187785638274	0.542783653821341	2.26471233112648	0.432664303771056	0.251006294744848	0.813699778547097	0	0.158386032903621	0	0.65678972417662	0.76991627263854	4.64644018055271
CPT0076330003	0.152222716959391	1.45968347446155	2.08214432340548	0.025036139473719	0.26487647229999	0.57525257883741	0.138551828572055	0.286695260764647	0	0.570342203517682	0.822129734765937	4.98446279477424
CPT0001500009	0.201126544668666	0.0393513210456599	2.41888690152096	0.0432465388975687	0.184832026585283	1.02942424413561	0.146715454002868	0.25780179732668	0	0.616005011537645	0.790119704211078	4.3213848281833
