Mixture	B.cells	T4.cells	T8.cells	DC	Granulocytes	MO	NK.cells	P-value	Correlation	RMSE	Absolute score (sig.score)
CPT0078930003	0.335325950237135	1.56113218469135	0	0.127736670821363	0	0.668948268413511	0.413767802565732	0	0.854405542804429	0.560525861336666	3.10691087672909
CPT0089480003	1.01956220942539	0.999565716892554	0	0.383945269750176	0.0176076302368347	0.271699823033852	0.047764235658422	0	0.546908449140325	0.838056018888052	2.74014488499722
CPT0000640003	0.496116320050864	1.5612481947572	0	0.351437011297234	0.268744507114776	0.958021206767687	0	0	0.794753573064178	0.616699625521041	3.63556723998776
CPT0078940001	0.573401460098068	1.11698446753649	0	0.398445697735125	0	0.177954418495033	0.146070467368842	0	0.595388393345512	0.80472602076019	2.41285651123356
CPT0088630003	0.865603498080251	1.33885641476803	0	0.0823932529764857	0.0151852570324527	1.06549188135541	0.220591701569836	0	0.873473756965786	0.555226717880946	3.58812200578247
CPT0089460004	0.443353570314382	1.18156608957478	0.0336985823232575	0.578152491421963	0.00967991392207808	0.646287284917903	0.098833274910037	0	0.805327802990851	0.5962676314727	2.9915712073844
CPT0000660001	0.431505261992828	1.53981341702157	0	0.542033644179439	0.228353523580244	0	0	0	0.610301293175181	0.793073031927335	2.74170584677408
CPT0088640003	0.65727504939956	0.944740762170767	0	0.558907576049672	0.00423934894607204	0.279130998714251	0.00162776786665944	0	0.677385344753165	0.736188917111563	2.44592150314698
CPT0084560003	1.07986416722001	1.12489107271214	0	0	0.161282570446851	1.43119338885879	0	0	0.805122814475491	0.623436428232996	3.79723119923779
CPT0084590001	0.562270970442362	1.23053498616861	0	0.527121574102481	0.0190899126985424	0.574377664245052	0.022544193065583	0	0.885392350407469	0.500146504461194	2.93593930072263
CPT0007470001	0.713846900763969	1.13071052762662	0	0.346644021425656	0.105747063336475	0.543987163729094	0	0	0.520728197499907	0.859041445724537	2.84093567688182
CPT0065870003	0.664014033905963	1.32387686848824	0.0555740220486861	0.495685482740956	0	0.576136275945457	0.412637948155778	0	0.818848062189514	0.597374974870349	3.52792463128508
CPT0086830003	0.546553263961476	0.960681447268502	0	0.586119768552484	0.0157957898755995	0.244530381930963	0.101254968327056	0	0.620438600376004	0.787737773981362	2.45493561991608
CPT0069000003	0.451090365773143	1.62104848434966	0	0.266256521464767	0.0151730202923543	0.575584159110544	0.0482806028148563	0	0.833059029044962	0.581833882689618	2.97743315380532
CPT0007320003	0.857049255378878	0.938511361238253	0.104390124604186	0.574336225606742	0	0.698751326021115	0.0549744164330142	0	0.812831400893548	0.599343688593477	3.22801270928219
CPT0086820003	0.793460077062885	0.997632828462303	0	0.439516510985281	0	0.733378633638438	0	0	0.838753631536191	0.570878879817241	2.96398805014891
CPT0069010001	0.505138402734525	1.20770188251109	0	0.425414664923723	0.0307137589119309	0.328497366423429	0.0572185657990811	0	0.66660472420156	0.745760185387269	2.55468464130378
CPT0002350011	1.10890013004855	1.37641464736792	0.0829151192614244	0.343639075034691	0	1.15361905438008	0.0526288587615754	0	0.790816160543352	0.632405038705263	4.11811688485423
CPT0063640001	0.321257199717531	1.1872150450458	0	0.620778113379232	0.053210125251985	0.24243458411586	0.0369489095656313	0	0.723997507471516	0.690283071267371	2.46184397707604
CPT0088780001	0.618791431361216	1.17624994341916	0	0.30915695031433	0.0298346569001116	0.345289642241121	0.125249793069129	0	0.573835959277104	0.819818815631666	2.60457241730507
CPT0088760003	0.431238138723735	1.69021560551003	0	0.26821279175655	0.188686116563269	0.407194615015765	0.266068714361728	0	0.839801207294566	0.589203258178549	3.25161598193108
CPT0088710001	0.523195121173636	1.28039048210992	0	0.500171406427835	0.00919029150405093	0.315629769447991	0.057325412416699	0	0.715877807618451	0.699984719715471	2.68590248308014
CPT0088690003	0.709720356179376	1.20101632154984	0.272873579656276	0.294694433182339	0	0.614757381679763	0.112581369372007	0	0.814487524718954	0.614803992011465	3.2056434416196
CPT0002370001	0.802143521556244	1.15823615073732	0	0.260951795367908	0	0.0959901373909614	0.209882629520169	0	0.463362315936146	0.889736531528388	2.5272042345726
CPT0063630003	1.20646237698805	1.00499446266299	0.00732615060346205	0	0.410966298064943	2.38197410800318	0	0	0.748684889378201	0.665471918208785	5.01172339632262
CPT0064370003	0.977796341363323	1.41203822247945	0.136998917978262	0.402059857470994	0.0588684506509766	0.853435408762647	0	0	0.691576505193656	0.725593810261996	3.84119719870565
CPT0010170001	0.524488435186619	1.1764796425103	0	0.311242344874506	0	0.274916460398132	0.0913625305535064	0	0.627830435583588	0.7790394921726	2.37848941352306
CPT0064400001	0.582577998059034	1.11048515649531	0	0.404871185674673	0	0.150159336369852	0.104682157824274	0	0.581082030712279	0.815738655751463	2.35277583442315
CPT0086970003	0.62027724524004	1.36567373377392	0	0.419059292449582	0.138441975009863	0.515940697163456	0	0	0.566970620020603	0.826793775462791	3.05939294363686
CPT0092190003	0.548840372146114	1.44446768848608	0.0166720654033975	0.572626308369284	0.199326243022451	0.289680835334505	0	0	0.830096185732446	0.584586687624669	3.07161351276183
CPT0092160003	0.891889841696042	1.30824747972697	0.0623985402442586	0.267376689973991	0	0.493251850368049	0.804208789450474	0	0.847729591229575	0.601278596531708	3.82737319145979
CPT0010160003	0.421905370127467	1.41262371977168	0	0.175699472584062	0.024627571963874	0.889799336531013	0.0374773970370187	0	0.855647353519616	0.545558859068637	2.96213286801511
CPT0086950003	0.653424218576588	0.940707485736757	0	0.536123397034398	0.0557127761713036	0.955033157524263	0	0	0.840168693762051	0.552383532288632	3.14100103504331
CPT0088900003	0.477541041970796	1.38291627868483	0	0.229979315655576	0	0.555914650156198	0.467306162842954	0	0.770123847660903	0.653380635014343	3.11365744931036
CPT0079270003	0.596487918740663	0.983001395563907	0	0.507228180192702	0	0.772923625667006	0.0543758163798204	0	0.843136465789757	0.550750350096214	2.9140169365441
CPT0088920001	0.785535133138987	1.19870267215918	0	0.471850266911116	0.0117345935618242	0.220961592461618	0.10887369605094	0	0.574020365920543	0.820226293288438	2.79765795428366
CPT0079300001	0.515591141112743	1.19911068996557	0	0.354569064612225	0	0.414755453810053	0.0339427788515649	0	0.679937273986518	0.73393537831696	2.51796912835216
CPT0088550004	1.10905556331359	1.13325344934888	0.344620545614212	0.515544498985928	0.254876862696804	0.993950784693319	0	0	0.867940475236154	0.554751248388127	4.35130170465274
CPT0014450004	0.457401193907494	1.15486605010687	0	0.482020883594272	0.0201026626221447	0.782267861461987	0	0	0.834581478866344	0.558466811875574	2.89665865169277
CPT0088570001	0.251547264290354	1.68951841364518	0	0.586942570982225	0.187618625660855	0.0641354060265492	0	0	0.829642251235443	0.575218671742372	2.77976228060516
CPT0014470001	0.203041314093156	1.70415373756231	0	0.559887115534111	0.0030266410968542	0.175361506961974	0.0521216327963497	0	0.751435744523019	0.660967536538323	2.69759194804476
CPT0006730001	0.932195755879285	1.0026519897303	0	0.501861093334115	0.0837032503344848	0.188672532513853	0	0	0.51526292823365	0.859799751263796	2.70908462179204
CPT0069190001	0.266889493980741	1.38291136518656	0	0.692787355179831	0	0.208120689594777	0.0167728039498552	0	0.797968315322534	0.603940811814036	2.56748170789177
CPT0092730003	1.30147577707392	1.45990808428337	0	0	0.00517912725705524	1.20507623583233	0.532247240650176	0	0.822579354531783	0.629071247547222	4.50388646509685
CPT0092740003	0.562675956781014	1.25706920802465	0	0.506891596186522	0.000597983288388637	0.219720538081933	0.0640466928793893	0	0.618868948453611	0.787316486910465	2.6110019752419
CPT0006630003	0.321735942275595	1.32925857873444	0	0.608706722889167	0.137605488910503	0.447236892328376	0.20399040013959	0	0.784168883328508	0.623372166689085	3.04853402527767
CPT0025920001	0.700818601779092	0.928697268203675	0	0.448324681104289	0.00974452000075919	0.127672688235237	0.141170662103792	0	0.515639399522652	0.862049872544387	2.35642842142684
CPT0025880003	0.642981503481626	1.24845852164507	0.198153372649575	0.44191146169577	0	0.610561456602465	0.0725831614677516	0	0.842500400083909	0.56958712400972	3.21464947754226
CPT0069160003	0.331300262167671	1.43583794659481	0	0.631598241238958	0.00753124993000276	1.21888527596882	0.0038552155840164	0	0.815429705672568	0.578307818863997	3.62900819148428
CPT0007870001	0.430994948508179	1.21050667164087	0	0.507797164028183	0.00976988561742236	0.0580466064098253	0.0581205043913113	0	0.592209302089916	0.81109730496054	2.27523578059579
CPT0001270001	0.41463917053331	1.43629401801668	0	0.579286069057916	0.0201262677883562	0.24201380777536	0.0576100398127719	0	0.875307298972549	0.514339111188445	2.7499693729844
CPT0077110003	0.602745120762211	1.17548435883505	0	0.516852760326902	0	0.583224668212379	0.0737346718613933	0	0.826758606057624	0.578199169350186	2.95204157999793
CPT0077140001	0.544151023331275	1.07430412938073	0	0.533077908141046	0.0447525297114434	0.309561269748603	0.0601085570120952	0	0.624591565607825	0.782872457914949	2.56595541732519
CPT0001260009	0.792578616228729	1.24669925633843	0.294040919581452	0.319075892235267	0.000264310094218274	0.739703633469852	0.020274294606258	0	0.862358263805222	0.561394404823206	3.4126369225542
CPT0076350001	0.347895276663178	1.22798191247258	0	0.519785126645078	0	0.437870150147493	0.0991919239301933	0	0.704082243316436	0.710703147363218	2.63272438985852
CPT0076330003	0.998525188307823	1.11152306626662	0.188865599698593	0	0.390071527773377	2.48361950565157	0	0	0.633428352153579	0.776757232260026	5.17260488769798
CPT0007860003	0.917042123877121	1.21672615332052	0	0	0.0556114117698603	1.10475070779557	0.188235654136538	0	0.793154773381078	0.642177087518989	3.4823660508996
CPT0079380003	1.00291866384528	1.34497264410102	0.683231858716182	0.284629774800035	0	0.51494242999299	0.499697339072637	0	0.858624020216437	0.599366766755618	4.33039271052814
CPT0015810003	0.568773926235956	1.42978175090635	0	0.391947977032609	0	0.772814973611876	0	0	0.846842603961282	0.554588597074473	3.16331862778679
CPT0086030003	0.845261677379984	1.44716032206004	0.0892202094082415	0.237452025357232	0	0.940497317068276	0	0	0.808267251618146	0.616191140538975	3.55959155127378
CPT0085670003	0.422222180860316	1.13598124637377	0	0.682966123470491	0	0.547553688076753	0.0796427720068902	0	0.86097064523034	0.517342672082174	2.86836601078822
CPT0025230003	0.546939957515516	1.1793908230395	0	0.183460978464621	0.0497406482494497	0.71458812003878	0.461403391287523	0	0.818418344065754	0.60647495393759	3.13552391859539
CPT0065750003	0.715613989486178	1.23438237409007	0.139833164969192	0.256253144790239	0.0289700480089381	0.694281828236007	0.0375688152149606	0	0.798193913591524	0.62917705407272	3.10690336479559
CPT0015730003	0.67778380255298	1.23466704953358	0.149305842511186	0.27726772515603	0.102237125040916	0.92283065158828	0	0	0.86070690664221	0.551142306371018	3.36409219638298
CPT0079230003	0.408099563304563	1.29807447391732	0	0.568648584911379	0.903939458195412	0.916185483480024	0.105588564133418	0	0.794587129381757	0.610856877377997	4.20053612794211
CPT0025170003	0.811724471805153	1.34840364805282	0	0.162656106716863	0	0.907443041774247	0.011794361006664	0	0.885952471948763	0.535534640778875	3.24202162935575
CPT0025110003	0.635630470861734	1.03669747474238	0	0.558413174924252	0	0.826965234649034	0.103503329605735	0	0.781096061078947	0.626676615947511	3.16120968478314
CPT0025290003	0.813771107712343	1.57991907749327	0.0704898016234075	0.240329970172276	0.125807725986596	0.779084309648352	0.0171143807568552	0	0.864922485490089	0.567430753168694	3.6265163733931
CPT0081880003	0.908565250847532	1.34954918041693	0.0141227228079713	0	0	1.95684258660357	0	0	0.842910896204152	0.557761458884099	4.229079740676
CPT0075720003	0.604933399294817	1.35896066075985	0.0368322928433648	0.355542533660467	0.0565374245842923	0.79266482444804	0.243152477397683	0	0.849471171502156	0.561072651640133	3.44862361298852
CPT0065930003	0.654187899224394	1.34762579208579	0	0.214551629921128	0	0.962185181554482	0.259073285608024	0	0.658438450184393	0.75222431854081	3.43762378839382
CPT0025350003	0.341596278994242	1.21871522383767	0	0.389454332440596	0.0224536878931499	0.648215556042699	0.623863409928259	0	0.803636755708605	0.605266301808728	3.24429848913662
CPT0065690003	0.803881616641828	1.45301672965521	0.000489583875068423	0.419628533805367	0.00610674218724535	0.643741312314926	0.155964019966344	0	0.840550377214912	0.580612595698141	3.48282853844599
CPT0024670003	0.461126939830778	1.11461052141455	0.0488114592221334	0.245511781573433	0	1.4905619720154	0.0487329942498134	0	0.843876961550666	0.541907740254564	3.40935566830611
CPT0024680001	0.038113463259659	1.64446906070813	0	0.593958211589557	0	0.307611423613697	0.0709762741455636	0	0.809225342370847	0.588072513943363	2.65512843331661
CPT0012550003	0.647821099590198	1.44953250533736	0.0640828506935898	0.4761748496387	0.0267615722319005	1.11566239501383	0	0	0.767755963542081	0.642523125770404	3.78003527250558
CPT0013790003	0.76423944639519	1.65077159181918	0	0.616024268318053	0.289651752028579	0.350384616986805	0	0	0.498896712972076	0.875617554936284	3.67107167554781
CPT0012570003	0.530890458021573	1.25073163165975	0	0.388319807671098	0.0271408844878017	0.35907322893454	0.00127508105910081	0	0.558127385582622	0.835024657881606	2.55743109183387
