NAME	B	CTL	GMP-like	LSPC-Cycle	LSPC-Primed	LSPC-Quiescent	Mono-like	Monocyte	NK	Plasma	ProMono-like	T	cDC	cDC-like
NELFB	1	1	21.0803663599104	17.8800177905543	23.8976445069425	1	1	1	1	1	1	1	1	1
NELL2	1	1	1	1	1	1	1	1	1	1	1	79.8138603329014	1	1
NEMP1	1	1	26.3757619476012	36.0325167703335	1	1	1	1	1	1	1	1	1	1
NET1	1	1	36.4287470542566	58.8782898988126	53.7245643633357	44.9461787105085	1	1	1	41.2337756317569	30.9291946805988	1	107.601832310042	31.6073081657134
NETO2	1	1	28.5435274216523	22.1349096308161	1	1	33.1044621389506	1	1	1	39.2058090403471	1	1	1
NEU1	1	1	1	1	1	1	24.7442134670895	1	1	74.2071066097709	23.6920129126774	1	1	1
NEURL1B	1	1	21.7320333519577	1	1	1	1	1	1	1	1	1	1	1
NEXN	1	1	1	26.9356738330442	1	1	1	29.1525009610334	1	1	24.8904200664115	1	1	1
NFAM1	1	1	1	1	1	1	49.4178349305757	73.354930018723	1	1	1	1	1	1
NFATC2	1	69.1328954969769	1	1	1	1	1	1	113.149491694449	28.1144060151866	1	1	1	1
NFE2	1	1	43.393889065289	45.4743689392156	89.1871726762805	74.0736739210699	34.0437294737639	25.9478213927289	1	1	18.5547767560921	1	1	30.9175802386237
NFE2L3	35.8113265210095	1	18.5634558443884	1	1	1	1	21.1586914905473	1	116.228644495714	1	1	1	1
NFIA	1	1	1	17.1814164356035	21.7635111543368	1	35.1992367076774	1	1	92.4430725799481	57.0246276618074	1	1	1
NFIL3	1	1	1	1	1	1	149.280617666012	69.8902372021494	1	16.9945037318473	107.430650664631	1	17.7516303154645	27.8794731007002
NFIX	1	1	50.2130311605675	50.2801169437807	69.5854628599791	51.0577643460614	1	1	1	1	20.316215545856	1	31.0418469604103	58.8291667271994
NFKB2	1	1	1	1	1	1	1	1	1	50.7793258231564	1	1	1	1
NFXL1	1	1	17.3171634596271	1	1	1	1	1	1	62.7634560878368	1	1	1	1
NFYA	1	1	25.6318502640205	20.6607658860603	24.234661736702	1	1	1	1	1	1	1	1	1
NIFK.AS1	1	1	21.8853961702744	24.7877496521051	30.0820000925436	31.0278844534012	1	1	1	1	1	1	1	1
NINJ1	1	1	1	1	1	1	69.0859710921859	38.8483886660546	1	1	22.1160743300009	1	36.3086419912862	27.2952417959408
NIPAL2	1	1	1	1	23.5280370328075	1	1	1	1	1	21.0636390736064	1	21.0424632873981	1
NIPAL3	61.6563465079505	67.6358782263004	28.5319283580678	32.2920350740233	54.9597897864579	36.8534474336938	1	1	1	31.2543963909624	1	59.7871595204603	1	38.6032696890224
NIPBL.AS1	1	1	33.3445024446836	28.2959197694942	40.7854765804639	35.0072476227374	1	1	1	1	1	1	1	1
NIPSNAP1	1	1	39.954480232388	42.2590211502211	40.6496441168703	47.2483605495848	1	1	1	1	1	1	1	31.3647467666095
NIT2	1	1	41.9638787439813	46.8196178683335	46.9387515780008	43.7158557069649	1	1	1	36.3751870956168	36.6336971936979	1	1	33.8187791997045
NKG7	1	393.407543149431	1	22.1002962289465	1	1	1	1	1141.20226954788	1	32.8604638289242	1	34.5148682292021	31.0064770757654
NKRF	1	1	21.7603447719213	1	1	1	1	1	1	1	1	1	1	1
NKX2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.8257905748918
NLK	1	1	19.5637542836172	20.0343012777702	34.5131038388235	1	1	1	1	41.4862568323034	1	1	1	1
NLRC3	1	80.2353384245472	1	1	1	1	1	1	82.5072687918074	1	1	66.4695521288883	1	1
NLRC4	1	1	1	1	1	1	36.3501999516496	53.3121969196098	1	1	1	1	1	1
NLRC5	1	1	1	1	1	1	33.9527770469245	17.4135534225467	62.939413786829	1	1	1	1	1
NLRP1	53.6751279427841	1	1	1	29.5848729152531	1	89.6703702149329	166.748058549444	76.7901030981287	1	34.3386413124046	107.313883123144	30.1010407555693	42.8817054249286
NLRP12	1	1	1	1	1	1	1	25.8945846871101	1	1	1	1	1	1
NLRP3	1	1	1	1	26.8313711966994	1	54.3177752648398	81.5931502937053	1	1	41.8929896471209	1	51.2053883080504	31.582518881226
NME4	24.4748028032702	1	87.8982894898661	80.0912939900165	34.2427786918016	58.7626528747861	1	1	1	1	24.6648388116186	1	61.2936201482587	40.5706383236611
NME6	1	1	25.6032357098041	22.8679298875146	36.7446784959707	26.1217721462519	1	1	1	1	1	1	1	27.1908267176327
NME7	1	1	1	23.2900767649414	26.3786667068359	1	1	1	1	1	1	1	1	1
NMNAT1	1	1	1	19.9330517156143	35.7897288551997	1	25.7257252388055	1	1	26.8028946510601	1	1	39.660131152784	29.7296321410457
NMRAL1	1	1	26.5986561991955	33.6784799833257	1	26.470587095585	1	1	1	1	1	1	1	22.5353897545221
NMRK1	1	43.1666418285091	1	1	1	1	1	1	30.3498576508215	38.1812749266424	1	68.5349859664241	1	1
NMT2	1	1	1	1	1	1	1	1	65.2014975018647	1	1	61.0452770042089	1	1
NMUR1	1	1	1	1	1	1	1	1	67.1758537083709	1	1	1	1	1
NNT.AS1	1	1	17.0807537357437	25.7361634924709	1	1	1	1	1	1	1	1	1	1
NOA1	56.6338818454448	40.4073163993786	48.2934036087527	44.3309771500055	33.9958072526598	45.7145836531566	24.3106038071443	1	1	1	24.8948952071993	56.870694509834	1	34.2276610011224
NOC2L	1	1	21.49711946367	1	1	1	1	1	1	1	1	1	1	1
NOCT	1	1	1	1	1	1	1	1	1	1	24.5188897124431	1	1	1
NOL12	1	1	25.7204999915614	39.485050311684	1	26.4101804802169	1	1	1	1	27.1986420073925	1	38.0024573295105	31.1935015858159
NOP2	1	1	21.0956650579978	18.7443890549618	1	23.8888727447346	1	1	1	1	1	1	1	1
NOSIP	77.4195863933704	59.7230017511077	60.2302540695789	64.1494443175122	58.3590232435008	62.0416072820889	44.8750686997907	31.1086104920887	79.5199704480603	39.7778245105199	45.9780314282696	268.141096727929	56.2335733038831	49.9373986687206
NPDC1	1	1	1	39.5214774041101	38.128380840944	46.8467783795864	1	1	1	1	1	43.9521826791872	1	1
NPEPL1	1	1	1	1	1	1	33.7812095916205	1	1	24.650658547082	19.0019193455801	1	1	1
NPHP3	1	1	32.085201654292	23.50397532309	60.0271121630492	1	1	1	1	1	1	1	1	25.5368000835866
NPL	1	1	1	1	1	1	34.4955364254135	53.8928719165014	1	1	1	1	1	1
NPM3	1	1	60.6799556581495	59.5489176411166	21.0370499556685	45.9564582421907	1	1	1	1	28.2465826669654	1	1	29.2153328017247
NPR3	1	1	176.009007859256	117.911991824946	187.166172272634	152.716393892158	1	1	1	1	1	1	1	1
NPTX2	1	1	1	1	77.260487127187	1	1	1	1	1	1	1	1	51.6598394522591
NPW	1	1	35.3754866913719	41.51582431324	1	28.3219368890259	1	1	1	1	1	1	1	1
NQO2	1	1	21.7266646875746	1	1	1	29.6655429419118	45.9746694479175	1	1	22.4283316749338	1	1	1
NR1D2	40.1468114411028	78.7228466628577	1	1	24.2273213118307	1	1	1	59.1529311593466	73.8908396151689	1	62.6612846514123	24.2730211550449	27.2446747446559
NR2C2	1	1	43.7355796465102	27.1915582315353	37.1461350439368	1	1	1	1	1	1	1	39.0729081162134	1
NR2C2AP	1	40.7780522773167	17.0365334568591	27.8916622085009	1	1	1	1	1	1	1	1	1	1
NR4A1	1	1	1	1	1	1	1	1	1	51.090271921365	1	1	1	1
NR4A2	45.4364223351844	127.812230527089	1	1	1	1	51.5372728195689	36.4747344576081	1	58.2571271386555	53.4934378307299	1	20.1039954941125	1
NRDE2	1	1	21.1183587519462	1	1	1	1	1	1	1	1	1	1	1
NRG4	1	1	1	21.4522076336114	33.8698488058858	30.5943682755718	1	1	1	1	37.2040089917299	1	1	22.5608142219601
NRGN	1	1	1	57.4820679621795	1	1	38.3642573024388	66.0216660156332	1	1	31.47029145895	1	29.0746715853356	1
NRM	1	1	17.8156828613836	46.2850480089291	1	1	1	1	1	1	1	1	1	21.7859882629159
NRXN2	1	1	27.6246825270947	25.3367698556417	23.3097379971574	23.715011212111	1	1	1	1	1	1	1	1
NSUN3	30.7670185877676	1	23.5940337873017	28.4289959957956	37.3248171583054	1	29.0646571126222	1	1	1	1	1	1	1
NSUN5P1	37.5507648646395	1	19.83705544425	22.485062792964	25.8978362477697	1	1	1	1	1	1	1	1	1
NT5DC2	1	1	1	19.8551964070849	1	1	58.3382763977179	54.6054334334133	1	1	1	1	1	28.7087849228715
NT5DC3	1	1	37.3353677527117	27.7553241216833	30.2781176734773	1	1	1	1	1	1	1	1	24.512564854783
NTAN1	1	55.70270837513	1	29.4651832619333	1	1	1	1	1	1	23.5906544374223	1	1	21.6579366456746
NTHL1	1	1	20.6529961549695	30.2035812258297	24.2785360152741	32.0381101875132	1	1	1	1	1	1	1	1
NTPCR	1	1	34.9750733247376	24.373977399374	1	27.7880398376831	1	1	1	1	41.1809222408812	1	1	1
NUDCD1	1	1	69.4234010216035	65.1623774519297	62.2038049591224	69.6587617424817	1	1	1	1	40.905721447608	1	56.7070028349052	44.585109429278
NUDCD3	1	1	21.1461889170826	23.9848609130851	25.3411983614115	1	1	1	31.1266023262764	1	1	1	1	1
NUDT14	1	1	1	1	1	1	1	1	1	1	1	1	1	23.091926101707
NUDT15	1	1	22.6370800805077	28.8395355357083	1	1	1	1	1	1	30.5192682848885	1	1	20.3677661481191
NUDT16	1	1	21.5180912022064	21.4608947725248	37.1201731331078	28.297666352308	116.755643869661	112.6020125107	1	1	24.3972051494758	1	30.8871031627342	44.7250038022655
NUDT16L1	1	55.3800936162072	21.9896024658689	28.2941752781701	30.1544733074037	33.7018160985001	1	1	1	1	1	1	1	25.2360793574259
NUDT2	1	1	28.3760856761317	29.5072289483267	1	1	1	1	1	1	21.6398483333932	1	1	1
NUDT8	1	1	1	30.2461277988617	1	1	1	1	1	1	1	1	1	1
NUF2	1	1	34.8690617571734	51.0590751934493	1	1	1	1	1	1	28.6881471257892	1	131.363309802739	1
NUFIP1	1	1	1	22.9051087123937	1	1	1	1	1	1	1	1	1	1
NUGGC	1	1	1	1	1	1	1	1	1	139.565538855964	1	1	1	1
NUP133	1	55.3453839085986	25.1280034133169	33.5860386925168	1	22.9949997629713	1	1	1	1	1	1	1	22.1160648965552
NUP155	1	1	28.2343881351696	34.1487096849065	1	1	1	1	1	1	19.3632179885132	1	53.9358799244683	1
NUP160	52.1493816212168	1	29.7952420126567	34.3335463422256	38.0451062175028	1	1	1	1	1	23.6214299250628	1	1	23.4893930096819
NUP188	1	1	32.5391843181832	28.8678269705425	1	1	1	1	1	1	1	1	1	1
NUP205	36.5169485978147	1	27.8651731461108	41.1511006326052	1	1	1	1	1	1	22.8933784441654	1	44.9506887650799	25.7755012666558
NUP37	1	1	25.3178922214246	37.0317323896976	1	1	1	1	1	1	22.5653392644414	1	1	1
NUP85	49.7508823202878	1	22.496675700011	37.7662288617721	30.4823417179012	1	1	1	1	1	26.2246496472292	1	1	29.1261869106521
NUP88	66.0798983986936	1	43.1246775294423	39.322040423898	39.5865242204331	38.5816281297682	1	1	1	1	40.7160848740263	1	38.3936489285641	25.336391510353
NUP93	1	1	21.7101442811791	21.9855604596475	1	1	1	1	1	1	1	1	1	19.6554404283835
NUSAP1	1	47.5132817442816	96.3630038126924	208.09162283658	29.4372071905141	1	30.6108551495239	25.0051713689962	1	1	178.952104367695	1	93.1457771295381	85.5852975433774
NVL	1	1	17.8119089007493	29.4633111588533	1	1	1	1	1	35.4739105474826	20.3901415438632	43.7244437183522	26.699354238705	26.4310595575804
NXPE4	1	1	1	1	1	1	1	1	1	44.2675044548914	1	1	1	1
NXT1	1	1	31.2384137912228	39.780843707627	1	45.3546999462277	1	1	1	1	29.1695228417419	1	1	22.3542411564758
NXT2	1	1	27.7889897868552	45.8742276551756	25.2541490689115	37.2274587232509	1	1	1	1	50.9833981087932	1	63.5434694504709	29.5896756913967
OAF	1	1	1	51.0033637768855	33.4111092246188	52.1189375437148	1	1	1	1	1	1	1	1
OAS1	1	1	1	1	1	1	51.3823201330278	82.7207989225336	1	1	1	1	1	30.3824320889358
OAS2	1	1	1	31.9733409106005	38.1444974492276	31.3249933225916	43.3627151937185	43.3565683259242	90.2441419385139	27.8743159134093	1	62.2015136669519	24.4944270132812	47.680878815137
OAS3	1	1	1	1	1	1	1	30.0826344539581	1	1	1	1	1	1
OAZ2	1	1	18.0761269290632	37.3819698213548	43.2108493502338	39.0422911901418	37.659923158528	62.5708643880913	1	1	1	1	1	50.8841428309491
OCIAD2	46.3237687976074	68.290455921346	25.2614270036492	36.5907103545293	58.3249995554648	41.5894931926922	1	1	59.4125732562927	55.3996752368963	1	99.4706835610844	1	32.5150529859594
OCLN	1	1	18.7506254200249	1	29.3745479223042	1	28.7756586526341	1	1	1	26.051335459781	1	1	1
ODF2	1	45.647485648402	30.8108402194622	40.2076983885517	29.5083236772711	1	1	1	44.0915689724202	1	29.2391579418456	1	1	1
ODF3B	1	1	1	1	1	1	40.9777597465093	31.0787575385396	1	1	27.0295763077927	1	37.8781077906414	1
OGDH	1	51.5343080035668	20.4112993287188	19.9433707009495	1	1	41.5395381944847	1	1	1	29.0094806968095	1	1	22.8501763356758
OGFOD2	1	1	20.4017675644254	19.7634315233419	1	1	1	1	1	1	1	1	1	1
OGFOD3	1	1	20.5315739859822	1	1	1	1	1	1	24.5230055588664	1	1	1	1
OGFR	1	1	1	1	1	1	30.9723001503326	1	1	1	1	1	1	1
OIP5	1	1	19.6055626719565	29.6996405649023	1	1	1	1	1	1	1	1	1	1
OLIG1	1	1	1	1	1	1	24.5120461189062	27.3630284278885	1	1	1	1	1	1
OPA3	1	1	24.3707722308968	21.0419687079222	23.9051001198389	1	1	1	1	1	1	1	1	23.1354197158953
OPN3	1	1	22.3212644102155	25.6574488522228	1	1	1	1	1	1	22.2288793545849	1	84.5870086173439	38.4342615133225
OPTN	49.3942211346941	226.699133041257	1	1	1	1	1	1	251.040852267898	143.25691299303	1	198.703793999303	1	1
ORAI1	1	1	17.8829750099277	29.5327743461003	51.3705139108921	43.1926494860515	1	1	51.9414524894502	1	1	1	1	28.6147502375345
ORAI3	1	1	21.6280688813028	22.5579736949872	30.6242728119318	23.9094415580624	1	1	1	1	1	1	1	1
ORC1	1	1	1	30.2688498938192	1	1	1	1	1	1	1	1	1	1
ORC2	1	1	28.0014435677956	33.2205335309426	34.2676999297525	27.5640205490312	1	1	58.2243264894685	1	1	1	1	24.5468074159666
ORC3	1	1	33.8022477036065	45.162156094198	27.1167053157156	26.2725155128525	1	1	1	46.8819044198516	34.2653728948255	42.0608170994809	1	26.808251241035
ORC4	1	1	33.0478732617592	35.3735604808423	45.4430046141473	41.7443913228785	27.9568787850128	1	61.2711730627478	28.611553411541	20.0001294853735	64.810995343682	1	31.0724409685173
ORC5	1	1	1	20.3393573327499	1	1	1	1	1	1	1	1	1	1
ORC6	1	1	35.2843129048295	73.3437699560993	1	1	1	1	1	1	39.7885067641375	1	44.1528473788536	25.6884879987077
ORMDL3	1	28.1627316025337	1	18.6188943742297	22.8951578113549	1	1	1	89.07940104401	76.1860103532883	1	53.6518366821475	1	1
OSBPL10	61.9005115907872	1	1	1	1	1	1	1	1	45.7740743661756	1	1	1	1
OSBPL11	79.0365051834067	1	1	1	1	1	102.176706549327	79.3503267936475	1	23.3015444968909	30.5312889116937	1	108.897131058581	54.8912622362079
OSBPL2	1	1	22.4041680734732	19.7904314158638	33.3199364054763	1	23.1013185523452	1	32.6121449611325	1	1	1	1	1
OSBPL3	36.6601848392846	36.5230665831702	1	55.7529372435453	94.1616875914612	43.006879109084	1	1	76.5559695600484	1	1	56.6856139735956	1	62.1025721480439
OSBPL5	1	1	1	1	1	1	1	1	67.7224349304123	1	22.1524945595811	1	1	1
OSCAR	1	1	1	1	1	1	48.0125909475003	19.2725997539744	1	1	1	1	1	25.0712621458714
OSER1.AS1	1	1	1	1	1	1	1	1	1	31.7201631142789	1	1	1	1
OSGIN2	1	1	23.8063643259293	29.1966685299474	25.4556405589494	1	31.1284597821822	1	1	1	26.9312500619848	1	1	1
OSM	1	1	1	28.7627323260316	31.5968863067326	37.8206456163581	1	1	1	1	1	1	1	1
OTUD1	1	1	1	1	1	1	58.679281814118	35.4444185040016	1	314.304247808448	33.4106286083984	1	1	1
OTUD3	1	1	1	21.6120510999922	1	1	1	1	1	1	1	1	1	1
OTUD5	46.7715658194867	1	1	1	37.2369756991034	1	1	1	44.4667658948212	53.8248731398703	1	1	1	21.5907155523379
OTUD6B	1	40.6590314531858	27.1438510230076	26.7823754999714	39.8237023428686	1	1	20.6353795101134	1	1	27.6758495523543	1	67.5114707709038	1
OXCT1	1	50.8996344799647	23.8179257664119	44.0581903030498	1	1	1	1	1	23.1657307174377	32.4461213838723	51.7317617293666	1	21.2066741335544
OXNAD1	1	125.217749362115	18.1034414069814	30.7370886986845	29.3623000360911	31.8439223342592	1	1	78.7673350119548	1	1	270.584253121771	1	1
P2RX4	1	1	24.6217114170117	1	1	1	31.8815858762362	1	1	1	22.9865020314663	1	16.9905602175219	1
P2RX5	130.318764195523	1	1	1	1	1	1	1	1	31.094004010917	1	1	1	1
P2RX7	1	1	1	1	30.9533994913012	1	50.4840270020577	33.6961675989456	1	1	1	1	1	37.1446507431109
P2RY1	1	1	1	1	22.4945489730069	1	1	1	1	1	1	1	1	1
P2RY10	99.2584914503085	74.5915646214947	1	1	1	1	1	1	51.589219987958	112.002620588293	1	50.1414276043205	1	1
P2RY13	1	1	1	1	1	1	123.13091289929	136.62397061584	1	1	26.835584477091	1	67.3967377209678	128.09852535412
P2RY14	40.2616508981464	1	1	1	1	1	1	1	1	1	1	1	38.9010825321011	58.4040073503249
P2RY2	1	1	1	1	1	1	1	1	1	1	22.5257788191148	1	1	1
P3H1	1	1	34.6187122615582	37.7578627237598	31.2140869657211	32.6211687982495	1	1	1	1	27.3150837840902	1	1	26.9265005611876
PABPC1L	1	1	28.4345929777003	43.5925684174955	35.6026112141989	1	1	1	1	1	21.489713986276	1	1	1
PABPC1P2	1	1	1	13.9581502590219	1	1	1	31.1476793771266	1	1	1	1	1	1
PACS2	1	1	1	1	1	1	1	1	1	1	1	1	23.3227333786717	1
PADI2	1	1	1	1	1	1	1	25.1767872367754	1	1	1	1	1	1
PADI4	1	1	24.3718218459906	22.7289741697242	31.108871993903	35.784433713537	47.0182855920891	89.2903334768823	1	1	1	1	1	1
PAF1	1	1	24.3911090063644	27.8775313166606	1	1	1	1	50.439611493449	1	18.8682489824707	1	1	26.6173922255426
PAFAH1B3	1	1	25.6748290026448	44.5209148285901	22.6566787403005	28.0503646582871	1	1	1	1	1	1	1	20.0902641379877
PAFAH2	1	1	1	1	1	1	1	1	51.6595338173441	1	1	1	1	1
PAG1	50.9146724950738	168.258405855031	48.4613005475464	46.716428280379	66.0926724648607	50.7689450175426	82.8151330848762	84.5653547740678	60.9508183826267	1	43.4433644028285	277.914527308048	64.1472007169758	59.9071758138372
PAIP2B	1	1	1	1	1	1	1	1	1	89.8003598754862	1	1	1	1
PALB2	1	1	32.6712472761057	33.3090761545657	29.3263858947139	1	1	1	1	19.7446753680021	1	1	1	1
PALLD	90.1158443209937	1	1	1	1	1	39.3229247111992	1	61.3565708738217	1	1	1	1	86.766453804174
PAM	1	1	1	1	1	1	1	1	1	54.6826493016295	1	1	1	1
PAM16	1	1	17.7269195033834	1	1	1	1	1	1	1	21.334487839354	1	1	1
PAN2	1	1	1	1	22.2680050860721	1	1	1	1	27.873467377341	1	1	1	1
PANDAR	1	1	1	1	1	1	1	1	1	1	1	1	23.6370248230706	1
PANK3	1	1	1	1	25.0400359776159	1	1	1	1	1	1	1	1	1
PAPD5	1	73.4122142533244	23.8302112514396	1	23.5930315098188	1	38.4902513859079	1	41.6165034932827	31.5638115052046	25.6542782635204	1	1	32.1916548781767
PAPOLG	1	1	36.0783776984224	31.4714042426587	71.0748171131673	40.7180155450923	1	1	1	30.1397742418447	1	43.4257087082383	1	27.8150192929764
PAQR8	1	1	1	16.3409967435735	30.9598319005931	1	1	1	1	1	1	43.4879420697203	26.154633403028	30.1809966533135
PARD6B	1	1	1	1	1	1	1	1	1	1	1	41.6831527990331	1	1
PARM1	1	1	1	1	1	1	1	1	1	173.821966117219	1	1	1	1
PARP10	1	1	1	1	1	1	1	33.2230673159581	1	1	1	1	1	1
PARP11	1	1	22.8973189280528	29.3957743524223	35.3605256613569	28.3969690792061	1	1	1	1	1	1	1	1
PARP12	1	1	1	1	1	1	26.7083204651585	39.409530390361	1	1	1	1	29.8868163317162	1
PARP15	153.423543098862	71.1059778836799	21.7838094897736	1	38.991293875873	1	1	1	72.5263015526149	47.8520910951162	1	41.9750199055076	30.0113216097691	1
PARP6	1	1	23.8799823220065	1	39.8042519269292	1	1	1	1	1	1	1	32.2076354913303	25.5608650206459
PARPBP	1	1	26.4397315251787	30.9815973408935	1	1	1	1	1	1	32.1150779591854	1	10.0939518598332	1
PATJ	44.6378572831594	1	1	1	1	1	1	1	1	45.2124475064078	1	73.8137840620849	1	1
PATL1	1	1	17.6995976892309	24.5115908977543	32.5803836945826	1	40.2935951835675	1	67.434491006411	1	34.2287618114883	1	22.491584534988	29.2214314146549
PATL2	1	48.1754734159634	1	1	1	1	1	1	1	1	1	1	1	1
PATZ1	1	1	25.4930694996357	1	1	1	1	1	1	1	1	1	1	1
PAX5	159.587248705445	1	1	1	1	1	1	1	1	48.0935529334398	1	1	1	1
PAX8.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.8873422395911
PAXIP1	1	1	21.0482450349631	21.3501607423764	1	1	1	1	1	1	1	1	1	1
PAXIP1.AS1	1	1	1	1	32.4851955228067	1	1	1	1	1	1	1	1	1
PAXX	1	52.8701275478436	20.8898341735307	44.0040244286715	1	1	26.8034410643324	26.3818073035132	122.785210430666	1	30.8810685962309	1	1	39.5864101223575
PBX3	1	1	1	43.2542274805405	62.2998163575322	33.4804053955896	55.2427129887994	31.3466522341462	1	1	87.5143358121984	1	64.8123468146105	1
PBXIP1	79.4060040302712	102.50549749139	58.2898411184508	37.4095750030729	94.1291891257151	67.7857305126307	39.9368609636414	1	52.375227932238	88.2978460572119	27.691822974274	150.740529948489	1	32.4134379877178
PCAT18	1	1	1	1	1	1	95.1977144943935	52.3583168573935	1	1	97.2965270983442	1	1	1
PCBD2	1	1	22.5616733836121	28.3288366222066	28.348069624999	1	1	1	1	1	1	1	1	21.8016689505288
PCCB	1	1	43.3382397070098	34.8721607688067	1	28.733523562129	1	1	1	32.3030662858602	20.6712833427966	1	1	1
PCED1A	1	51.965227881182	35.3010714375551	37.937303339653	43.9476294305715	37.1402351456727	1	1	51.7545429624559	22.0553870212194	1	1	1	30.8830977903187
PCED1B	1	1	1	1	1	1	1	1	85.3416363477175	23.3999802331522	1	56.1862961305745	1	1
PCED1B.AS1	65.3027990422367	85.8223985470551	1	1	1	1	1	1	163.189509158754	55.3924095104871	17.8676035485754	153.12148443547	1	1
PCGF6	1	1	1	21.3623040038977	1	1	1	1	1	1	1	1	1	1
PCLAF	1	62.7145899961069	189.050706113794	523.664794447131	34.1469712356115	38.9442144813335	1	36.9798054826525	62.2868800608069	1	212.784484390506	1	140.878739228086	174.079301572377
PCNA	1	60.5883036986782	142.164715419046	401.485861087964	44.9315641577328	43.8517024406936	1	25.2762127429703	56.6900385122873	1	163.370347854815	1	70.8369133563812	105.686183032643
PCNX2	1	40.1829274850905	1	1	1	1	1	1	1	1	1	1	1	1
PCOLCE2	1	1	1	1	1	1	53.7431808549579	1	1	1	78.36298661139	1	1	1
PCSK7	41.143256741371	1	1	1	1	1	1	1	1	1	1	1	1	1
PCTP	1	1	17.0116317866377	1	1	1	1	1	1	1	24.7438776467577	1	1	1
PCYOX1	1	1	32.7873548428269	24.729625801437	36.5916485169137	1	1	1	1	77.5545314032939	1	38.4719825591116	1	28.8310503562244
PDCD11	1	1	60.5100298229443	41.5588249349703	41.9059888452587	49.460799536429	1	1	1	1	26.8274487720601	41.5156867602684	23.4379228579886	31.0260151112859
PDCD6IPP2	1	1	1	1	30.1170806607003	1	1	1	1	1	1	1	1	1
PDCL	1	29.0269425517328	38.5745448836356	28.1341695386486	33.6350749415536	1	1	1	1	1	1	1	1	24.3744612955787
PDE3B	1	68.6557702038144	53.636400036852	31.8735445040209	55.2861777636698	24.5663560310084	31.8362914900317	23.001949619801	63.9851905089415	1	37.1238909283177	148.320819844634	21.8751618593676	29.4901256962188
PDE4DIP	1	1	1	1	1	1	1	1	1	52.0252015869625	1	1	1	1
PDE6D	1	1	22.0052547253857	29.1496759575814	24.9793469739089	28.6222792920283	1	1	44.3555126450126	26.2373291263938	29.619902972027	48.7954291324247	1	27.2311154926246
PDGFA	1	1	1	21.1064400881542	22.1699052261703	39.8031319929182	1	37.6768697443262	1	42.1978422067969	1	61.5457768560689	1	1
PDGFC	1	1	23.1742021049459	27.7413033515767	51.2817141644065	24.4888009507568	1	1	1	1	1	1	1	1
PDGFD	1	1	1	1	1	1	1	1	53.0295003300001	1	1	1	1	1
PDHX	1	47.9394917683231	27.0729023146492	41.7949480063505	32.6442020832385	1	1	1	1	34.7528883612034	24.030915144876	1	1	20.3744419399848
PDIA5	1	1	22.5927740802743	1	1	1	1	1	1	54.0565836828365	18.8779953253941	1	1	1
PDIK1L	1	1	1	34.9325333399034	1	1	1	1	1	1	1	1	49.8542350290084	1
PDK1	1	1	39.1287288440454	27.4092185753077	46.6909613774153	1	24.3309920505904	1	1	227.176813801831	19.8417263389487	46.5430376130776	1	1
PDK4	1	1	1	1	1	1	114.937663654861	56.4375330794215	1	1	1	1	35.3179239294302	68.6370046715275
PDLIM1	62.9399908267677	1	62.5213001350927	88.5752062494017	72.8980628004573	64.885454537433	1	1	1	1	1	1	64.4639550810597	45.8168714284706
PDLIM2	46.9934090286963	1	1	19.6710929471735	29.0720258097715	26.1843350272417	22.9551628028546	51.528313236432	60.72755044453	1	1	1	1	46.0390681597902
PDP1	48.1635986914085	1	1	1	1	1	1	39.2644964651343	1	1	1	1	1	1
PDPR	1	1	34.4555534097562	38.8506589961558	51.7548324745063	24.9976006783329	1	1	1	1	1	1	55.0839300791025	22.8803257887672
PDRG1	1	1	1	28.2901245650763	1	1	1	1	1	1	1	1	1	1
PDXDC2P.NPIPB14P	56.7788880680234	1	1	1	1	1	1	1	1	33.7680943709692	1	1	1	1
PDXK	32.7104626535279	1	1	23.4700302909598	1	1	50.3041424674491	63.8917575535582	1	28.5797091069411	34.8777175766008	1	33.0079226110298	1
PDZRN4	1	1	1	1	1	1	1	1	1	43.2777926174183	1	1	1	1
PEAK1	34.5342563957893	1	1	1	33.1642956896253	1	1	1	1	1	22.534289788533	1	1	1
PEF1	1	1	19.2752267440755	1	1	23.3064150495106	1	1	1	1	1	1	1	22.1209925060949
PELI1	94.5371345112557	66.2648755102998	1	1	1	1	82.6922345131179	106.104280587115	1	515.55180878451	32.0568993933667	1	56.1516729160158	33.9384962978916
PELP1	1	1	26.165873289785	29.300385557833	1	29.096489269071	1	1	1	1	1	1	32.6996313382403	1
PEMT	1	1	1	19.9553578535932	1	1	1	1	1	1	1	1	1	1
PEPD	1	1	1	1	1	1	33.7864752202812	37.0579364460168	1	1	31.1796529809286	1	1	23.4359182758559
PER1	1	61.8574855252906	1	21.088784278597	31.4248861138087	1	76.649927029622	50.6058818168364	1	1	37.1861729110518	1	45.8915438867503	30.8446301701778
PER2	1	1	21.7847041927463	18.8770866541299	1	1	1	1	1	1	28.2676321472526	1	39.6373676062092	1
PERP	1	1	1	1	1	1	1	1	1	33.9521868072376	1	1	1	1
PES1	36.4767769202823	1	31.8481889739577	26.6706225770282	22.4599900216822	31.880474761417	1	1	1	1	1	1	19.3601821150739	25.3358490084798
