NAME	B.cells	T4.cells	T8.cells	DC	Basophil	Eosinophil	Neutrophil	MO	NK
CEACAM3	0.910537558317899	0.873953282996255	0.741961244998962	0.765256374851413	0.979057016411496	0.860036018422224	14.5849837686479	1.05296656729012	0.906047532409705
CEACAM8	0.833349831806342	0.834592657028694	0.818661500313457	0.894965965438904	1.05723172318677	7.29737248792854	11.128039769596	0.9724398867264	0.824837132791646
CEBPE	0.926196378328245	0.831101617935318	0.713067999203078	0.762842026086175	0.827155784777269	11.6674878388033	4.52047800398672	0.948329753907795	0.638918497624319
CENPH	0.695496236479119	0.780794151255059	1.27116672363435	0.642299575073841	1.0284442413757	1.11686318609694	6.67481160877917	0.769960907097641	0.717619615116851
CENPP	0.865093284001429	0.727414881834005	0.934981887038755	0.83785909939134	0.887636128968572	1.3004635104807	6.03495212529195	2.06538369205344	0.630000010560049
CFP	0.725292350592938	0.793096467639461	1.02755048450349	1.07766515324141	0.883511668040093	2.65258543890624	4.13554279734857	1.7078083941814	0.635010820459968
CGREF1	0.897093878252808	0.906979300829265	0.706390431729261	0.967076504899478	1.16700236682997	1.07735654104761	3.99848697799186	0.945127433710883	0.797738017771672
CHI3L1	1.07102282561251	0.899841557614471	0.948209811144634	0.623408200160934	1.03972659337437	1.75622491473024	15.5249103228311	0.961337567533437	0.94495288933693
CHIT1	0.8855422029039	0.954769335325484	0.810500410165458	0.8082017576294	0.847744090965193	1.27376629599545	15.7401227555955	0.680693829662877	1.06469739331626
CHTF8	0.898618741752881	0.760963693756148	0.889160530536185	1.65680476026278	5.34005582469937	1.41789775157695	1.42079173362365	0.749352742477841	1.30620595798772
CLC	0.616893556715433	0.786182383718348	0.781545323230735	0.758941493105297	6.57650804947739	6.84463629792827	2.88011404788641	1.04113705803432	0.739031089718284
CLEC4D	1.04667163147669	0.77555454212779	0.643957544184942	0.813357657398358	0.714197675588045	0.898583023339371	8.50412537448962	0.763524483585754	0.744685365643265
CLEC5A	0.757085283458493	0.820150706021601	0.815833426985122	0.835598590291106	0.90757192542654	0.945305654618286	15.5927048899933	0.923961284896917	0.884066040899845
CLIC2	0.793564980828749	0.718623905733362	0.707008883166203	4.49209207917944	1.08905801566719	0.719773024895396	0.9965283238339	3.59077583024329	0.797510252829731
CLSPN	0.785589925842302	0.801193984545409	0.673336004436378	1.80187441169331	0.781756921331837	6.20039010351967	0.962721918767487	0.906566694748801	0.790440597486099
CMA1	0.633341870477891	0.839175387876766	0.804833242536157	1.51693186057364	4.75091007134101	0.849271516336925	0.810074614085012	1.06933158069341	0.800097875409983
CNR2	1.40649153363777	0.83445193491817	0.781581842280302	0.738167899641526	3.46487591615888	4.36140705409594	1.07879647581647	0.799479431950189	1.19194796411289
CNRIP1	0.811171318790893	0.812420245346587	0.908864667767816	0.972089850104768	17.9059490724735	1.02940202587645	1.93670823892913	0.9560675514546	0.901535485268232
COLGALT1	0.692705433276007	0.759969179074568	0.829895179012806	1.94044397814388	0.931852086183847	1.59490200006398	1.42682875597166	3.89457408465156	0.809219238106491
CPA3	0.947726701948676	0.870232305756581	0.736361191309209	0.902354008893262	21.7775133302162	1.0488283506084	1.18661071774031	0.907842262794519	0.786180749171427
CPNE2	0.620852273047058	0.847892849131083	0.878261524735708	0.751958039998057	0.656013737849498	2.32231319652906	3.74046914203923	2.99834528324528	0.626214588001997
CPTP	0.570282364892826	1.28819851145333	0.932896749996255	1.19062315619103	1.31417118678555	5.99054111400981	0.506451588714861	0.935012979170485	1.14317228987133
CR2	6.20343396484919	0.715660320135665	0.710096583966258	0.815734707281282	0.725833280508894	1.17885371041876	1.68812202951695	1.01640122551148	0.899474067875562
CRACR2A	0.760672754630111	0.806361498020545	1.05657841725318	0.488490825634192	5.12180430255442	2.39211870210557	3.83520654063118	0.9843781106103	1.86108587117024
CRISP3	0.897475283963714	0.871443681196654	0.914980550794332	0.826145134547055	0.774029960976019	2.70983232749753	13.7945463432863	0.886769847485938	0.856628311618242
CRPPA	1.19884384313605	0.74092140473382	0.952347947287112	0.679969489460764	7.63112072523399	1.26719045960532	1.8104962118472	0.809722511865998	0.826705202938409
CSF2RB	0.929598495207454	0.919760221670198	0.64071099504212	0.80520172539342	13.0069169498328	1.12369452995916	0.782976041387495	0.907540888739751	0.773550141115726
CSF3R	0.812360630856265	0.939923375704071	0.686409841217404	0.698126782054217	0.794422589098204	0.582030476052837	7.19621512966205	0.953615885950161	0.671385306743163
CTPS1	1.13404691211032	0.84982290968255	0.848678013752606	4.10123710134757	1.01973308064056	1.20851055226317	0.185791144661145	1.53946642711497	1.24925570156508
CTSG	0.853945376421226	0.603598241036293	0.714575776978231	1.02892088325584	3.2860174421198	3.14628966841243	4.87025697565949	2.66756777012002	0.72234404283641
CTSW	0.689088805774152	0.783404575118336	2.59124684812517	0.646189343098846	0.844483241465219	0.55938672608645	0.700603614376162	0.555272443080179	3.78406472564801
CXCR1	0.933634862430734	0.805073737470075	0.623296127965502	0.667926325450075	4.07613527653839	0.961100023882509	8.75650506034785	0.68629202722719	1.57442958051624
CXCR2	0.837000625926334	0.757189874560018	0.71705954848229	1.18395108744704	0.877772413212639	1.19650624953247	5.19618864718929	0.815556004328115	3.04427200868246
CYB561A3	5.46369592591168	0.739039449650606	0.828800439264591	1.01914475010367	3.11367703653954	0.667968217881285	0.891725108973737	0.820135890004782	0.670482092054592
CYP27A1	0.582632159343039	0.683361415234337	0.621758070129548	1.00931441782848	1.05050439666339	0.803571698885253	1.22825135773364	3.92125599161783	0.920967361972661
CYP4F3	0.878611558336098	0.844302162289632	0.758878448813682	0.901343684505516	2.5035063738272	3.6083145018602	9.2302015597222	0.822750648804167	0.762945225711442
CYP7B1	0.787242224467457	0.875159005059472	0.80576468152822	0.958361587694196	8.12035132440694	1.06305249710773	1.7858431829397	0.912232916709451	0.873758040492885
CYSTM1	0.857162209108644	0.822889801544338	0.763177265432464	1.14896137337091	1.15328199580963	1.68780358266302	11.540549634384	0.798119816012288	0.97251476702435
DAPK2	1.22451877830272	0.790526058439195	0.732399962036757	1.74040039966097	1.64905003559647	9.22345289633952	3.30472018091254	0.914301169671775	0.786395010386521
DCUN1D3	0.811969156697889	0.767613817601798	1.03769922905738	0.691562288834361	5.29802037044877	1.48882220506748	1.13517933854053	0.802077792302454	0.653266335043798
DDX12P	0.834446332052546	0.846452619602182	0.759082125031427	0.82207773461714	1.06521959584044	0.943071356549362	6.04676670608029	0.962249317758657	0.739692750584138
DEFA3	1.28808565837523	0.761628159495559	0.516707515484218	1.59619719662973	1.78644512248803	4.18790343738316	4.64365120565765	1.68225268148815	0.807869624153334
DEFA4	0.936898282527199	0.957973459875329	0.753045613216401	0.951391414431885	0.741976008427089	16.1277330248076	1.02795736840892	1.10605472075563	0.602726972385329
DENND2B	1.12799470681659	0.894416646964554	0.828570596843223	0.712484578477131	0.880955491881178	15.5733232571986	1.93341151521641	0.812548006053108	0.790804572414813
DKFZp686J1372	0.786371632142401	0.934398387022394	1.01317447908572	0.653941692853466	1.1646376050112	5.67124310291945	0.580945235265112	1.01134394903936	0.876329846540651
DKFZp779C2259	1.24173411653489	0.874658056625885	0.599468584005617	5.89428521632558	0.883189749955017	0.881329000013935	1.05139628992239	1.80406881814122	0.663555943126793
DPEP2	0.66807019168062	0.710894174118874	0.86839733608483	0.778078398249972	4.47421050715952	7.09432601351027	2.14961435688033	1.21894033073794	0.763749591432667
EEF2K	0.421062754420269	1.07181234378556	0.983582733231358	1.58896276942735	5.79311593193809	2.13613999205579	2.66624860053297	0.971640300594715	1.12715765410081
EEPD1	0.654774767670081	0.920618538037876	0.626148010879981	1.4663849105959	2.6551623828476	4.17110009666108	1.58374450751148	1.30102011962826	0.580074931588622
EHBP1L1	0.975970621468165	0.746102930429555	0.730865530882012	2.23496207400639	1.6212361808234	1.06086134473969	1.60572506785988	4.1662881559208	0.948595153008896
EIF2AK4	0.649400622529085	0.8361823610436	1.05172684868015	4.4495694718933	1.13442757144811	0.623503552257315	0.466754220287969	1.50265351728027	1.28187671121883
ELANE	0.730222245442273	0.696841928702525	0.683889157885987	0.782043619790654	1.15484441094353	3.87353233326231	4.21032357838567	3.58873854841859	0.547002395724438
EME1	1.47731839030542	0.681978722630916	0.730130449639591	1.60106042570289	0.825445897420037	4.26414309046852	3.44428071432705	0.673480736184145	0.799128685318043
ENPP3	1.07263261279305	0.995097369448042	0.986612604735012	0.799029376621618	18.0348435230875	1.06638199306643	0.895259095764525	0.822684662649384	1.04463538736586
EPN2	1.00534251713464	0.730189927040656	0.791613178343375	0.755436585955769	4.96761164740037	5.84357459000321	1.15524148937658	0.83114163454401	0.773141882397638
EPX	0.758881793734918	0.651524704194067	0.683638909770284	0.837860657398345	3.50781401336429	5.1217699637203	3.71170013792847	2.65896823746962	0.663005280018406
ERN1	0.714108835432296	1.03030536072375	1.04550124571714	5.02841367433906	4.2813942066805	0.541639020758693	0.717442755312687	0.729375544304354	0.730297556665176
ERO1A	0.332531871538917	1.30551504253853	0.957279194531038	0.753656108533312	2.65617130809447	2.57104650980715	3.61191154644302	1.41947982732055	0.551376744097012
FAM110A	0.904746681912217	0.768985706094197	0.782079827443144	0.784997677296775	8.96704811352165	0.83378385376326	0.875374058391074	1.66235922237709	0.755417141389561
FAM205C	0.890289222808187	0.767964996183118	0.84371618027852	0.750035654916764	0.702840526380247	5.38962230984481	7.87885420504343	0.885940416594868	0.799195620569747
FANCD2	1.39846907717402	0.741374654473013	0.620729523720661	1.29770899541888	0.636363056222911	1.54568446058016	4.09420312428426	1.37600478984643	0.850030901537792
FCAR	0.741315334924031	0.825894297347777	0.873015736459295	0.731606209470029	0.704603720654499	1.37254118961142	7.66117677810431	1.4831700088742	0.717766292352204
FCER1A	0.832833720006143	0.794725119249734	0.779285591350052	2.67900675568294	13.6886166078735	0.787255649916891	1.24792531306906	1.05299180446478	0.911262237270888
FCGR1A	0.799885735740702	0.769055500982899	0.706386858438459	0.705478508974789	0.85219865271269	0.891108901983043	0.800445943034861	4.81192651655133	0.832733527560643
FCGR1B	0.799885735740702	0.769055500982899	0.706386858438459	0.705478508974789	0.85219865271269	0.891108901983043	0.800445943034861	4.81192651655133	0.832733527560643
FCGR1CP	0.799885735740702	0.769055500982899	0.706386858438459	0.705478508974789	0.85219865271269	0.891108901983043	0.800445943034861	4.81192651655133	0.832733527560643
FCGR2B	2.46177923039999	0.67520906219795	0.569005366851909	1.72295531217898	5.48913927205191	1.65647428386921	0.794730039151168	1.03702077689932	0.740825684876424
FCGR3A	0.691367309208947	0.667653139024696	0.819741954661079	0.678464462225759	0.692702375473362	0.983415966506436	0.77406122271026	2.50554269373258	3.86881197651195
FCGR3B	0.760717356624835	0.742614015242588	0.713207590129597	0.615735566744582	0.745402525258438	1.53717339714171	5.8845642042352	2.09545758482577	2.98245376777863
FCN1	0.838366260766612	0.714376074532231	0.657677764998002	1.26296051626206	1.96197627035351	1.62197606072871	2.72611326956026	4.23130051867486	0.731911174605048
FCRLA	7.90587034984423	0.81205686078692	0.718081191743444	0.835003659045095	1.01078557637848	0.86681461999803	1.04845014825101	0.842745397092146	0.88933244804926
FGD3	0.555115192756847	0.969268151022869	1.10215892929601	0.720691931371631	5.4057969215777	1.82999118239289	1.58264972308309	0.994355651343774	1.18596882138946
FHL3	0.56106368130823	0.687749750079614	0.848737007980703	0.584033415844702	1.90333169830605	6.27510049948229	1.94249055768043	1.40530998894822	1.64190711221895
FUCA2	0.616339352269022	0.785001696884728	1.17494644563055	0.840852417416804	4.32146451005055	3.13095539480261	0.459845356711721	1.73136425226081	2.02159144698817
GAPT	1.90994273030974	0.64176774418995	0.593711800428484	2.73825939010605	2.93276488659013	4.22079805570966	1.64039744148589	1.41022327416342	0.664413803368437
GATA1	0.99186451301043	0.904924844351667	0.729698583365719	0.676504770309708	4.86945751001532	8.9105962168983	1.13560155264639	0.885384353681912	0.824367231744404
GBA	0.434471538385792	1.03698907559113	0.996903961183488	1.41028122673744	1.97859689100069	0.583183301901174	3.71550900935374	1.69227704179323	0.797475846580263
GCSAML	0.797299269963234	0.778976386042474	0.83668456512944	0.760988992285988	9.04800533145684	0.951113838429708	0.796573383727669	0.887897698957625	1.50764327882803
GLMP	0.760747997692472	0.798519741555589	0.693306973132559	0.697256935443487	4.39851909306684	1.07600059626755	0.983390833424604	3.10995532120558	2.50272099922109
GM2A	0.55648532636114	0.877593741026482	0.926715813249644	1.35729897031085	6.18990312312923	1.43851945349892	1.14814888746488	2.0265797159771	1.03389648899215
GMFG	0.336491327322223	1.24044481305074	0.915925747839675	0.600770924655822	5.97055179393656	1.03511733755791	1.69128543663059	1.15507516818956	0.776063492684886
GNLY	0.697578174065156	0.723507909283015	1.46831529547767	0.692964703714067	0.68342235129183	0.887262803946	0.775821471212781	0.993208752859983	4.77280052556388
GOLGA8R	0.669420845509985	0.974995280178363	0.656402105515004	0.923885795980482	0.747671197179953	1.10075654995613	0.680380177484024	1.13675333292941	4.49617147274257
GP1BB	0.941228707857149	0.794426146162259	0.76320621507863	0.767102591242364	3.19461356867571	0.786576400706685	0.755200196716504	3.03734236212952	0.67077491245888
GP9	0.908688756761056	0.784581180491628	0.638152994683424	0.753868618232036	2.75782685447183	0.684026902789357	0.99329352385668	4.45209454949761	0.750980152328314
GPR15	1.10618173537366	0.982105823509241	0.707192834798156	1.1411286965642	1.14935168488851	1.50559299790422	5.88105528134171	0.969442534456197	0.741779125557358
GPR84	0.667932829442179	0.668404505800236	1.21709980111856	0.667274709829021	2.9850779939475	1.28563889968448	4.73928513263055	1.03977341902815	0.778268180998175
GSDME	1.13246800416512	0.870492029544809	0.572427568816209	5.20351529963517	0.609422383352481	0.820343710238834	0.832039935037939	2.03792716944388	1.24582857473961
HAAO	1.31378930579063	0.570628889229619	0.563867549141599	2.09664441069482	3.88536310039769	1.57431494212812	1.52773179610981	1.96770416467943	0.703744890681796
HAL	0.766155764892351	0.806012951791143	0.723336099849666	2.17058907599469	3.35918322367329	0.639435048692599	0.564748110660836	0.930790277198182	1.95353975539006
HCK	1.09837886427502	0.65182558599729	0.751078052508083	1.60109543307421	0.846137064343031	2.67828802914428	2.78533317203183	3.33241230509909	1.02595529066832
HEMGN	1.05604274674265	0.724549515249832	0.693977347565986	0.894709890431448	6.39828157860301	4.66548018739294	2.89347186444798	0.898560561056655	0.75004997955524
HIC1	0.7623922852268	0.750659396759641	0.666274291242515	0.661577700888687	3.62786763647988	1.63181281879329	4.07609900653355	2.41227185269731	0.866248330225931
HLA-DOB	7.76169342217227	0.776878380428816	0.822815304036136	0.893352914026189	0.738570460549166	0.827402005002575	0.835544612597066	0.81946698698113	0.900190761895258
HLX	0.858888621111987	0.971002896178294	0.647000996679153	0.757375786913121	5.11144531659001	0.643234589899822	0.671582585550686	1.09493728509575	1.03017148518377
HM13	0.772092195687018	0.867291217621356	0.837816927039988	4.37386325294906	0.685499862612574	0.737035554467265	0.533165419392581	1.66964600931833	1.05373763672217
HNMT	0.744725106352455	0.742189131689063	0.736427569828252	1.89235741009108	1.08007550050166	0.819337026134111	0.99298155824478	5.28884768177992	0.761753817391289
HPGDS	1.8052152166248	0.763575898802583	1.2960317347572	0.57435417306174	9.34623754703627	0.569815730198656	0.717379775813329	0.761467467011277	0.835686109498457
HPS4	1.10014242798884	0.69273041584186	1.11364746071034	1.06864997809424	1.01308390816443	1.13723051568233	7.81771080166937	1.98556176533312	1.28526588822823
HSH2D	1.65167140563369	0.777780378327864	1.04676034013601	0.876098794922269	5.44899017702252	2.63825975814022	0.707296581997318	0.601682455301523	2.45078247857853
HSP90AA4P	0.785185553214508	0.726940448902978	0.973040840489091	1.03868695005032	0.439512724972947	1.3489575960612	4.32627530940168	2.52366226680984	1.11204517383081
HYAL3	0.757675254705692	0.755971720776069	0.784821692678186	0.723393714682581	6.87580601178021	2.00204145887634	0.968410956932385	0.917760370517437	1.60947836297849
IDO1	1.03515072145364	1.03700687751138	0.92869699829831	1.10728663978275	1.64188526596249	11.6692228365161	0.513448456254509	1.09030089880833	0.928987004312216
IGHE	0.922154743997266	0.793664189284934	0.679102562604285	4.30829642331895	8.14115381610612	0.775227230050423	1.21976511985931	0.877604341847683	0.862131618916369
IGSF6	0.757326059796809	0.718138749442136	0.715243940100838	1.72804729601416	0.87362235996676	0.60940150593689	4.56898887122407	2.89661849313665	0.683715120454287
IL2RB	0.603281357936014	0.899094917310188	1.34477627098456	0.641184907254188	0.633939895975536	0.501283047387486	0.61620498452657	0.822349804466107	5.61992418853772
IL2RG	0.679021268368477	0.774189152540881	1.22956452876122	0.705363537653639	0.660224552950918	2.57053154276846	4.4628097257697	0.92686985070916	1.81465271090695
IL3RA	0.79451997739881	0.797879855202686	0.648633627455242	3.77699917980754	7.73523791544173	0.663838766810468	1.18103868414818	1.07015653369115	1.19081443735822
IRAK3	0.553569411130993	0.609077673374589	0.807484378893771	1.46067301085267	1.35034677127401	1.17971192705174	1.55156346856103	3.76089414112285	0.804093100846398
IST1	1.029206533937	1.06872763582047	1.31784354360394	0.865279107119806	1.13675272263746	1.18721994033432	4.11964240204714	0.872252537591604	1.04998881920988
ITGA2B	0.86662744761929	0.6479954360074	0.627858497592481	1.46280253185969	3.08740327531403	0.754560048108488	1.0449589936823	3.75235547807313	0.599520140768916
ITGB3	1.02967662406783	0.718256338779477	0.761524332195614	1.48006812820315	3.01095998870763	0.693886120877039	0.701973387342962	3.99005807655776	0.563079697714609
JPT1	0.461972476332083	1.11022445240018	1.04139138438591	0.865973347297398	1.56366794315355	1.57347620417411	5.55264563477312	0.975369124764035	0.743956735211963
KHK	0.861177427829723	0.903793139679377	0.658011244117491	0.840341857125463	7.39518060312515	5.13189386932602	0.916366720981647	0.962377393339135	0.767946654977088
KIAA1958	0.885619898918912	0.76425834791697	0.673309516705867	0.660861230955097	0.956680158429542	1.06137270906663	7.04047559849749	3.56621449405265	0.79423239193379
KIF13A	0.637657504251759	0.768680237065301	0.614066992573916	0.806472199311842	2.20163437883225	2.46832723068063	4.37049077566228	2.71843716662796	0.656452836866101
