NAME	B.cells	T4.cells	T8.cells	DC	Basophil	Eosinophil	Neutrophil	MO	NK
ABHD17B	1.25717674186517	0.620164870717456	0.947908169300374	1.41603719287662	5.1305234821361	2.99533693162692	1.35370494543823	1.34923049563634	1.88481525557932
ACSL4	0.752639847001852	0.637389931203338	0.868135015320669	1.58167434028135	4.7892517090497	4.85460211182366	0.57525562288698	2.29198584275769	0.838679014669386
ADAM8	0.515070131910959	0.745128813555512	1.00756175799828	1.1350800961737	4.25517241744213	5.25403864845811	3.18034792012997	0.943395765688599	1.71767140845952
ADAMTS13	0.793788849599082	0.724293349234093	0.632347514938136	0.799133636389473	0.944756799733637	0.649586489192883	7.01908805114014	2.02656947200397	1.03703398892593
ADGRE1	0.86271461252566	0.725194639585254	0.711044350658856	0.816052780204158	1.18916777816377	10.003817604247	1.03874825172298	1.6519812701049	0.765884823891211
ADGRE2	0.758334959533067	0.690952497552477	0.613758966413768	1.37765910390118	5.10582532359561	3.00429380425818	1.90017196847829	2.7159602518568	0.631943912364281
ADGRE3	0.762388259169593	0.722829824164544	0.694482826818153	0.756807105597421	4.40186837941306	6.02031314812962	5.05219605459948	1.86761507995405	0.718608375269181
ADGRG3	0.768006513398113	0.754792836631495	0.793109912711966	0.719278178863714	5.12129671941984	5.47467364453527	6.84317494014561	0.716045237955121	1.26616658595703
AHDC1	0.766279972874302	1.26321613943584	1.59138831485676	1.11070307113913	0.378799798487531	4.02121493803728	1.78733288516358	0.846704996387568	1.30804111227823
AIF1	0.688222725177494	0.630668263949275	0.610452081996759	2.13030328909881	0.815303338509798	1.36441834989511	2.82617989415055	3.88677873347469	0.679848129020614
AK4	0.785502430778294	0.642090062161784	0.689988884758719	1.56895010689379	1.69470520092679	1.34749138806841	1.05639288718817	4.29235980831065	1.43598976867799
AK6	0.575126922777921	1.49948881939202	1.72091203192265	1.4283200780521	0.603822217651585	0.46872369566639	3.89278879544922	1.08354734090017	1.27898119146249
ALOX12	0.70393544869254	0.851826813113406	1.09465207704045	0.764126597994822	0.678816746852213	0.931131819421707	1.01912135858072	4.13403170867688	0.888980717330081
ALOX15	1.06980166211301	0.788339001002054	0.842889022163268	0.884239699278383	0.919457485158032	19.0178738421163	1.12272044319012	1.01287263797022	0.871760328233973
ALOX5AP	1.01478639975848	1.02322510337658	1.09725500015947	1.23519570040811	4.15715468817308	1.96340752177833	2.74059116811599	0.487305732185831	0.825277109256576
ALS2	0.919586801404698	0.705112096999209	0.814525428122779	0.674043552010416	12.2833102531137	1.9310727042112	0.969458825605897	1.8247350987345	0.640430849343929
ANKRD22	0.792711261431884	0.780685926634201	0.663791455373866	0.546413981233875	0.807893053378798	4.2900651227339	3.06366581470681	3.12301921850838	0.719793683889421
APBB1IP	0.873548724145345	0.810144473112567	0.996336130168799	2.50051383022464	4.09700128241001	3.61328318476633	0.882650722811957	1.00044077600972	0.584128073074513
APOBEC3A	0.816823642946907	0.794655086871768	0.715099696521897	0.766745997289015	0.956044089203594	0.792672763848328	1.10614615469488	7.00710635675604	0.754170435117317
APOBEC3H	0.665708888939187	0.785893589268866	0.753353112593039	1.32032179257265	2.76764681358677	0.808554117517154	4.78224773379218	1.04449655140032	1.93940072221455
AQP9	1.09772153880267	0.899600087149833	0.587674708907793	0.872625079411587	0.815907558248469	0.77813347823041	12.3354661323051	0.999581713144224	1.02043739982563
ARL11	0.989618267263256	0.643756740415576	0.613461108240253	1.30350173133317	3.22365154349956	4.20648042661469	1.365993156131	2.96301043775991	0.93331623366311
ARL8A	0.965407446700033	0.73623369852023	0.888708250068037	1.14115199822585	2.81753452557206	1.45637564896647	4.85879462137541	1.89088188203022	1.11820456494687
ARSB	0.747391084869454	0.625417074442846	0.828980634502145	1.79555819848326	4.85809103129526	6.83346970360346	1.66127728264593	1.77982803413016	1.01991083972588
ATAT1	0.863314633672092	0.744186589014574	0.608324176717249	0.765592204107867	0.908555106285399	1.18093194354234	4.9072708587271	3.75074233888309	0.857079309812328
ATF6B	0.788720823239919	0.817548920812806	0.783948228743604	0.515828455836171	0.816471363664636	3.30857333575388	4.3761997681192	0.771616173768757	1.27580395760083
ATL1	0.654858388626848	0.787656688317311	0.985310464974887	1.62870041288861	5.11329103784931	1.81815703604594	2.35495933888494	1.05018370739526	0.858140081946401
ATP7A	0.905214741838752	0.756675061253014	1.22983809572817	1.25321439936869	4.59266600768724	1.63766314764772	0.44643745811949	1.77538995921942	1.43276215568898
AZU1	0.700265944898929	0.742956572876768	0.74034592454741	0.778305713345881	1.22379048772159	4.58934919627998	5.92291520287932	3.07484443774398	0.632325140617415
BANK1	8.27071684966115	0.682649272911812	0.727745990870326	0.969117474648087	1.06622989209767	0.912395265776106	1.14785290413472	0.888440511891092	0.896666285769045
BCL2L15	0.718485936207282	1.30907456592347	1.26541799459805	0.589064087636084	0.566351067643093	1.61146308272542	4.81463006041615	0.688536959198397	0.653943695156588
BMX	0.789184290222487	0.82179053658741	0.635616473953641	0.606866671762177	3.09963566480273	0.979767181817841	4.00868964650599	0.961324856486677	1.3693187683578
BPI	0.983715340757765	0.879082535250726	0.880461616918593	0.720359086970658	0.712591591410061	6.39366843374592	8.48649370031747	0.924466456736172	1.03135989043576
BRI3BP	1.26918705208549	0.829471102060761	0.79033387005121	2.09326866420101	1.74859973703258	1.34790552767029	5.14543567927691	1.26909006809102	0.794531145304091
BST1	0.624810901950167	0.682342931994011	0.607759112838084	1.20481934074605	1.77016846409829	1.5292700477	4.95081707403	3.24074453740408	0.671813420193552
C1orf43	0.798343299766365	0.863589814599133	0.69685766303924	0.79686225588621	4.13538803519987	0.893977778095382	0.949921782946792	0.95669707025407	0.638584336475651
C2orf76	0.745467631862265	0.780761910726654	0.716141049914627	0.792708661840294	0.644301086978483	5.62141371788763	1.00635520433579	2.9231623754541	0.823954392138382
C3AR1	1.02361196755789	0.743844459417912	0.663867365856006	0.682123414861979	3.95730333333211	5.60387518728214	1.14314317194339	1.60648803855084	0.594514187841376
C4orf3	0.778130545778833	0.696578333474233	0.867114562075679	1.39414396200733	1.17121234753271	1.59521364858175	4.25761126757627	1.10917365057265	0.553197511866416
C8orf82	1.35069351290186	1.02634382787519	1.24974407537277	1.14411440392218	0.837315724351622	0.345500410559761	3.93601627775949	1.09498637581312	1.40903969518569
C9orf72	0.687609439343151	0.659178055172318	0.657499897259209	2.01479650604508	1.1573317166654	1.63501800153332	1.77540286798129	4.09917746747775	0.875594323224443
CA8	0.948739469684983	0.824091808636451	0.854872844378702	1.82268223956903	13.3115380292113	0.913713635889441	1.08383691842193	0.84605581259776	0.674223874548206
CAMP	1.07734527401816	0.901033672443267	0.558665169441858	1.18741620209023	1.87998151933761	4.08473641187744	8.19133677469254	0.990274975604835	0.731913795819292
CARD9	0.637593930911986	0.694185313340028	0.591901898086034	2.33126719985485	1.57070823443868	1.61567021360936	1.52841966396322	3.56648066755616	0.725882333590915
CCAR2	0.742479496110563	0.872473813762242	0.810363538976723	0.870626815229179	0.869610326644135	0.968866573019391	0.596687272542735	5.91983469236328	0.823660498200182
CCDC112	0.83091973422542	0.702158994359218	0.741625999968931	1.08218158056216	0.73817088492976	0.905401135743953	9.99324438651827	3.13118553119998	0.726166633282509
CCDC88A	0.839502960186023	0.78485924118151	0.643368761626568	4.69706246921213	2.04005194029819	0.789256645996546	1.01419808379906	2.59469937174426	0.515180719374911
CCDC88B	0.649406549160614	0.873405124766533	1.19428911019434	0.671812225719986	2.46366038569428	2.87215916639588	5.21272747048705	1.42491611900189	1.1734024613926
CCR3	0.81629431270382	0.79864216139676	0.805804042354267	0.817715326577523	7.87982991189252	8.27430051982158	0.872032756373302	0.932566793385957	0.847652257781651
CD177	0.885001763997298	0.853495097098031	0.790541056177775	0.871001760863018	0.82886381855824	2.68972311294191	24.0776383867489	0.909717540995677	0.835492030631428
CD19	7.04704108558281	0.846120836958594	0.690897144229617	0.697115683711269	0.745256836234696	0.931689113547177	1.0570689139585	0.890733015983035	0.869309104067937
CD22	6.69696411263038	0.810252110334607	0.660640980841621	1.91427809900726	0.995383406990151	0.806509299158795	0.973317755587052	0.777970985131309	0.899312424710044
CD37	6.02596168448053	0.708800555878191	1.06469746657438	0.882943790795492	0.888347389579184	1.09264653353152	1.24857093129087	0.828517165090925	1.09549843854583
CD40	5.51790780806076	0.700568472054799	0.684570741840655	0.907517602900829	1.34807491042413	1.23587958521348	1.64016232704706	1.53595473579957	0.810466028235946
CD68	0.739102331149684	0.66933525585311	0.754007056329638	3.02077721317682	1.98835677145644	0.596677990548764	0.882697503517669	4.00101254743348	0.735867695387443
CD79A	7.61157423249689	0.838128789294532	0.717059405454438	0.772486579359246	0.880842878091781	1.22722108508381	1.07800515458081	0.995678616628262	0.702946795974345
CD79B	5.60416860388398	0.709334081603265	0.673932552928712	1.01156832524043	1.47838965466799	0.532032037958753	0.869670099764588	0.907875706779627	0.938794303970725
CD86	0.955131254846954	0.780035352374738	0.679889751192257	1.92200202827068	0.944466776827621	0.901977436760132	0.98551416747508	4.17605993030995	0.710043772242737
CD8A	0.78231432607279	0.69916979606954	4.1751320831312	0.619323258733666	0.715001259068678	0.74900320917659	0.86183409902592	0.702807602808207	1.71581248557462
CD8B	0.646353352627242	0.663312322898152	3.51750598635904	0.683347784193236	0.929685451395514	2.68559420189586	0.649396442020767	0.727143757699061	0.589594601588459
CDA	0.671009867537354	0.718681205603932	0.645711943831683	0.71816591811573	3.23618324885647	3.90899168243228	3.83205159598567	3.03363137413199	0.656352060518556
CDKN2D	0.890463102491503	0.78467687869217	0.691052015576653	0.802542187639231	4.05421053496676	2.31309583819518	0.607138863168598	0.939467685026792	0.839071843025493
