"Sample.ID","Immune.Subtype","Subtype1.WoundHealing","Subtype2.IFNGammaDominant","Subtype3.Inflammatory","Subtype4.LymphocyteDepleted","Subtype5.ImmunologicallyQuiet","Subtype6.TGFBetaDominant"
"X18BR002.T",2,0.000560680753551424,0.957433372735977,2.10864427572233e-05,0.00139723223401234,4.40263393102214e-05,0.012373804114759
"X18BR003.T",2,7.17642706149491e-06,0.984594196081161,9.2439258878585e-05,0.000285681409877725,7.62643430789467e-05,0.000207187149499077
"X18BR004.T",3,0.028037678450346,5.31970763404388e-05,0.294206723570824,0.202828347682953,7.97236680227797e-05,0.000221672664338257
"X18BR006.T",1,0.363973736763,0.106400733813643,8.87315909494646e-05,0.000245210932916962,2.17227461689617e-05,0.0595076754689217
"X18BR007.T",2,0.0415095146745443,0.994073629379272,1.48579269989568e-05,2.19679077417823e-06,4.46037411165889e-05,0.0450647585093975
"X18BR009.T",2,4.86014359921683e-05,0.917845606803894,0.000946615647990257,3.3538998422955e-07,4.86063727294095e-05,0.0286793261766434
"X18BR010.T",6,0.0951530411839485,0.241346031427383,0.000373695031157695,0.00413237640168518,2.98372233373811e-05,0.139266647398472
"X18BR016.T",6,0.246951214969158,0.000261927831161302,0.0187659254297614,0.00190772791393101,3.21882125717821e-05,0.122754473239183
"X18BR017.T",2,0.342539623379707,0.899156481027603,1.06019224404008e-05,1.86468596439227e-05,2.28774542847532e-05,0.00977902300655842
"X18BR019.T",1,0.354465335607529,0.0341119132936001,0.279792487621307,2.61836721620057e-05,1.80569622898474e-05,0.0209796987473965
"X20BR001.T",2,4.58847239315219e-07,0.726205199956894,1.01289589338194e-06,0.953999310731888,0.00010710746209952,0.000157171227328945
"X20BR002.T",6,0.370165303349495,0.00101986108347774,0.00110388133907691,0.185676388442516,3.95000452044769e-05,0.201363563537598
"X20BR005.T",2,0.00282423163298517,0.743176162242889,0.000177871603227686,0.68675434589386,7.72424100432545e-05,0.0191947240382433
"X20BR006.T",2,3.20944728571249e-08,0.546883314847946,1.86214151653985e-07,0.942797720432281,0.000120982749649556,0.00169808848295361
"X20BR007.T",2,0.000218838707951363,0.930863112211227,0.000307334426906891,0.00565190194174647,4.09069671150064e-05,0.00594982458278537
"X20BR008.T",4,1.52340981003363e-05,0.248493388295174,0.000507635486428626,0.925573706626892,0.000111624056444271,0.0222460264340043
"X21BR001.T",2,6.34529465060041e-06,0.998708188533783,0.000116443254228216,2.34118147091067e-06,3.9661869777774e-05,0.00790416798554361
"X21BR002.T",6,0.00699334661476314,0.00683922762982547,0.0120972474105656,0.000742874544812366,2.23388942686142e-05,0.646937668323517
"X21BR010.T",4,7.55259907236905e-06,0.000298378479783423,0.00118388043483719,0.975794404745102,0.000107633914012695,0.00463643134571612
"X22BR005.T",2,1.0535830824665e-05,0.999915242195129,3.07843936298013e-06,0.000334735741489567,3.8080072044977e-05,0.000601804407779127
"X22BR006.T",3,0.0498959086835384,0.00194912520237267,0.710063844919205,1.12240525140805e-06,1.80569622898474e-05,0.0247780680656433
"CPT000814.T",2,1.4492915312303e-07,0.999971866607666,1.8649035382623e-07,0.000576997641474009,7.11885222699493e-05,0.000112771347630769
"CPT001846.T",1,0.86321958899498,0.000755391141865402,7.88564211688936e-05,0.0578909739851952,5.78930739720818e-05,0.0182534605264664
"C3L.00004.T",3,2.42931621485809e-08,0.00753240683116019,0.956038773059845,0.00264436053112149,8.9756736997515e-05,0.000203218056412879
"C3L.00010.T",4,2.07116251260686e-07,0.010897115804255,0.00550516089424491,0.42084065079689,5.94507455389248e-05,0.000207753262657207
"C3L.00011.T",4,8.92229945748113e-06,5.43283458682708e-05,0.0634669493883848,0.992866069078445,0.000298562517855316,0.000495277650770731
"C3L.00026.T",3,1.69187392984327e-08,0.00095852292724885,0.836010962724686,0.157267332077026,4.6694403863512e-05,0.000805254327133298
"C3L.00079.T",3,1.39985974811907e-07,0.00203697121469304,0.842330157756805,0.0271944515407085,3.70533589375555e-05,0.00617172475904226
"C3L.00088.T",3,7.19525274917032e-08,0.000428250394179486,0.864282518625259,0.0837751962244511,8.91713607416023e-05,0.00034271355252713
"C3L.00096.T",2,7.09411160926265e-08,0.529735028743744,0.000119215721497312,0.507917732000351,8.3705645010923e-05,0.000540365901542827
"C3L.00097.T",3,2.09398770323332e-07,0.000418686919147149,0.966686278581619,0.359482988715172,5.55681635887595e-05,0.000244628376094624
"C3L.00103.T",3,2.59229955190676e-06,0.000680511613609269,0.309240639209747,0.186114490032196,3.52452407241799e-05,0.000210795951716136
"C3L.00183.T",3,2.51783076237189e-05,6.22831630607834e-05,0.998395979404449,0.00267858791630715,2.38093689404195e-05,0.0128801972605288
"C3L.00359.T",4,7.11485981241822e-09,1.41432343525594e-06,0.00356389000080526,0.982218652963638,0.0044622418936342,0.000213352926948573
"C3L.00360.T",3,2.37633219768441e-08,0.000130230719150859,0.987594038248062,0.0261736335232854,8.76485682965722e-05,0.000881522428244352
"C3L.00369.T",3,3.07337927551998e-07,0.000122602810733952,0.968619793653488,0.511504516005516,8.56831829878502e-05,0.000232101294386666
"C3L.00416.T",3,1.48522222076508e-07,0.0167018696665764,0.966793268918991,0.00097698433091864,6.39219324511942e-05,0.000129133219161304
"C3L.00418.T",3,3.67348683028013e-07,0.000293480334221385,0.990691363811493,0.000519567984156311,4.00594562961487e-05,0.000343554551363923
"C3L.00447.T",3,1.49017036932264e-07,0.00418490078300238,0.952296853065491,0.00363072450272739,2.498120375094e-05,0.000664111721562222
"C3L.00448.T",3,9.82843766905717e-06,0.000739118491765112,0.982311695814133,0.116293516010046,6.25259381195065e-05,0.000326644716551527
"C3L.00561.T",3,1.27002067529247e-07,0.00256086129229516,0.960434287786484,0.0077649406157434,6.44594601908466e-05,0.0023214325774461
"C3L.00581.T",3,1.54274232500029e-07,0.00138633936876431,0.961005926132202,0.00144760624971241,2.94667552225292e-05,0.000363550570909865
"C3L.00583.T",3,2.57696910921368e-07,0.000419775460613891,0.96836331486702,0.00171211897395551,3.71226906281663e-05,0.00127300806343555
"C3L.00606.T",4,9.25309535659835e-08,8.17928339529317e-05,0.227128639817238,0.691468715667725,0.000159595463628648,0.000221689078898635
"C3L.00607.T",3,1.37294855484527e-08,0.000294185170787387,0.996570378541946,0.116991505026817,0.00150886666961014,0.000384991537430324
"C3L.00610.T",4,2.65463043547243e-07,0.00212815531995147,0.00120463423081674,0.932687550783157,3.72241793229477e-05,0.000187639059731737
"C3L.00765.T",3,8.53782944432169e-06,1.24707325994677e-05,0.997894912958145,0.000329412374412641,3.33865827997215e-05,0.00928783975541592
"C3L.00766.T",3,2.13106267210605e-06,1.92244915524498e-05,0.997512459754944,0.000201815200853162,3.01314212265424e-05,0.00389853701926768
"C3L.00790.T",3,2.30143803037208e-06,5.49684573343256e-05,0.999363452196121,0.00115351972635835,3.80998435502988e-05,0.00354631780646741
"C3L.00791.T",3,3.29291065526149e-08,0.000137268638354726,0.571485757827759,0.275245372205973,0.000156025911564939,0.000184760203410406
"C3L.00792.T",3,8.16725069796576e-08,0.0139860701747239,0.890599608421326,0.0224376143887639,8.76881858857814e-05,0.00015088522923179
"C3L.00796.T",3,5.2632873348557e-07,0.00487704621627927,0.222150467336178,0.0979593619704247,4.719815478893e-05,0.000235910083574709
"C3L.00799.T",3,2.84240434211824e-06,0.000229089317144826,0.963390350341797,0.00284190790262073,2.49300492214388e-05,0.00264964473899454
"C3L.00800.T",3,4.76318291475764e-07,4.19904372392921e-05,0.999054461717606,0.000157197566295508,5.59047166461824e-05,0.0012377024977468
"C3L.00812.T",3,1.7486448911086e-07,0.00184090685797855,0.976119369268417,0.00275641813641414,4.81289189337986e-05,0.000399970929720439
"C3L.00813.T",3,1.12927995843393e-07,4.19218508795893e-06,0.986315310001373,0.058463592082262,8.50324468046892e-05,0.000489376048790291
"C3L.00814.T",3,4.04153368549487e-08,0.0037816206458956,0.909431278705597,0.0141879725269973,0.000106439947558101,9.19959275051951e-05
"C3L.00817.T",3,3.02493390336167e-07,0.000373679344193079,0.930636316537857,0.00267500517657027,2.88937308141612e-05,0.00229147722711787
"C3L.00902.T",3,1.20425657001988e-07,2.26217935050954e-05,0.997120052576065,0.00216690241359174,4.65702360088471e-05,0.000280925960396416
"C3L.00907.T",3,2.70534258106636e-07,8.34914389997721e-05,0.997565299272537,0.00176443177042529,4.78316451335559e-05,0.000493932122481056
"C3L.00908.T",3,2.76615239158673e-07,0.0751595012843609,0.761834114789963,0.01446887338534,5.58056581212441e-05,0.000187077152077109
"C3L.00910.T",3,3.15358602165361e-06,2.583355671959e-05,0.994427800178528,0.174450665712357,3.89530878237565e-05,0.0084013466257602
"C3L.00917.T",3,7.0827439913046e-08,0.00438661384396255,0.964850902557373,0.000512170096044429,3.46669639839092e-05,0.000162008931511082
"C3L.01281.T",3,1.50095771367376e-08,0.000216435262700543,0.973704665899277,0.00534818321466446,7.67393830756191e-05,0.000457368965726346
"C3L.01283.T",3,8.0509661160022e-08,0.00671025342307985,0.998094618320465,0.000236525673244614,5.22106238349807e-05,0.000242970912950113
"C3L.01286.T",3,6.56587424430199e-08,8.65587503540155e-06,0.895794034004211,0.0950383357703686,0.000298253246000968,0.00245773466303945
"C3L.01287.T",3,3.35818199914684e-08,0.000865468027768657,0.342371389269829,0.287404075264931,8.88999056769535e-05,0.00079432426718995
"C3L.01288.T",3,1.15982512483015e-07,1.01396562968148e-05,0.961701899766922,0.404422670602798,0.000177231268025935,0.00144015401019715
"C3L.01302.T",3,6.72028875214892e-07,1.05865805721805e-06,0.994350641965866,0.16562719270587,0.000107990686956327,0.00159259629435837
"C3L.01313.T",3,6.64600406707905e-07,0.000133953573822509,0.340609654784203,0.0346447080373764,7.45864417694975e-05,0.00466392072848976
"C3L.01352.T",4,3.0902606695804e-08,0.00150635518366471,0.087478119879961,0.29808421432972,5.23759335919749e-05,0.000215975516766775
"C3L.01553.T",3,5.60052857423443e-08,8.47508890728932e-05,0.972195982933044,0.192006051540375,6.709656190651e-05,0.000515844614710659
"C3L.01557.T",3,8.93229116627481e-06,0.000262131085037254,0.738795787096024,0.0175715582445264,3.34740589096327e-05,0.0026028425199911
"C3L.01560.T",3,6.9503623763012e-06,2.33419750657049e-05,0.921879589557648,0.0147279226221144,2.67632458417211e-05,0.00619166204705834
"C3L.01603.T",3,1.74495490057325e-07,0.00236038654111326,0.976554125547409,0.00274509808514267,4.61275958514307e-05,0.000264615940977819
"C3L.01607.T",3,7.30547284888416e-08,0.0176896448247135,0.980131834745407,0.000954706891207024,8.2103750173701e-05,0.00014055474093766
"C3L.01836.T",3,3.90534196981207e-07,0.00018387728050584,0.953784644603729,0.00193637801567093,2.73187342827441e-05,0.00172139843925834
"C3L.01861.T",3,2.69181919065886e-06,4.51757932751207e-06,0.997813075780869,0.00801715790294111,5.3267754992703e-05,0.00570745696313679
"C3L.01882.T",3,1.62280832682882e-06,0.000232753583986778,0.97873467206955,0.00920857675373554,3.4663244150579e-05,0.000579505780478939
"C3L.01885.T",3,1.28495234008597e-07,4.05397076974623e-05,0.924061208963394,0.0371988276019692,3.98428519474692e-05,0.00473584432620555
"C3N.00148.T",3,6.10391097666252e-07,2.05923788598739e-05,0.99575412273407,0.00160012068226933,2.25172516366001e-05,0.0100817796774209
"C3N.00149.T",3,3.36675714152079e-06,2.35085644817445e-05,0.739883005619049,0.358934253454208,4.58296926808544e-05,0.0045968065969646
"C3N.00150.T",3,7.15473879608908e-06,0.00881710415706038,0.96313601732254,0.000385628096410073,2.89153304038337e-05,0.00115663051838055
"C3N.00154.T",3,1.80219153378403e-07,2.93880111712497e-05,0.996592819690704,0.0925984159111977,6.1805558289052e-05,0.00260154332499951
"C3N.00168.T",3,9.53458368257998e-07,2.98634097362083e-06,0.999677836894989,0.00077204147237353,3.80362926080124e-05,0.00129953972646035
"C3N.00177.T",3,2.77140635773776e-07,0.00651291967369616,0.954650402069092,0.00875724176876247,7.40640971343964e-05,0.000931641785427928
"C3N.00194.T",3,7.69588751836636e-07,3.66860240319511e-05,0.995508164167404,0.0240232795476913,0.000123575984616764,0.000393741458537988
"C3N.00242.T",4,1.5048831958353e-08,1.58289512910414e-05,0.490544274449348,0.74834132194519,0.00329632335342467,0.000307498237816617
"C3N.00244.T",3,7.15922533345292e-06,0.0472502000629902,0.134113043546677,0.0360508570447564,5.38900021638256e-05,0.000345785490935668
"C3N.00246.T",3,1.3770355167253e-06,0.00408969330601394,0.194659076631069,0.0950461775064468,3.51756807503989e-05,0.000628186971880496
"C3N.00305.T",3,1.41860255098436e-05,0.000210266101930756,0.992092818021774,0.000658552016830072,3.10243231069762e-05,0.00552157335914671
"C3N.00310.T",3,2.84051978383104e-07,0.000189773214515299,0.968408703804016,0.0723529867827892,0.000142775472340873,0.000256486935541034
"C3N.00312.T",3,1.46018116709001e-07,0.0003350915358169,0.968615174293518,0.0189032545313239,7.03307341609616e-05,0.000184551667189226
"C3N.00313.T",3,8.32039290799003e-06,0.000135952359414659,0.969933658838272,0.00455356319434941,5.88114507991122e-05,0.000313530763378367
"C3N.00314.T",3,9.31667386794288e-06,0.000322023086482659,0.921827882528305,0.0168022150173783,6.18408284935867e-05,0.001719624560792
"C3N.00315.T",3,1.66728348460765e-07,0.0343984644860029,0.167962536215782,0.000662646838463843,0.000276316481176764,0.000332337527652271
"C3N.00317.T",3,1.5463695035578e-06,0.00715376739390194,0.951751559972763,0.0016628269222565,5.02312050230103e-05,0.000357433789758943
"C3N.00320.T",4,1.08875788384921e-07,0.000113680638605729,0.455747410655022,0.955729961395264,0.000162717391503975,0.000209603087569121
"C3N.00380.T",3,2.81071629615326e-06,8.87687497197476e-06,0.998615592718124,0.00198789034038782,6.5477335738251e-05,0.00433180970139802
"C3N.00390.T",3,1.57019957214288e-06,0.000475778666441329,0.991571366786957,0.00257492926903069,0.000124395668535726,0.000127882121887524
